*RuneName	Name	complete	firstLadderSeason	lastLadderSeason	*Patch Release	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*RunesUsed	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	*eol
Prudence	Runeword112	1			110	tors									Mal Tir	jew	jew	r23	r03			ac%		140	170	red-mag		10	10	red-dmg		3	3	res-all		25	35	balance		25	25	rep-dur	25			light		1	1	0
Punishment	Runeword113																																																	0
Purity	Runeword114																																																	0
Question	Runeword115																																																	0
Radiance	Runeword116	1			109	helm									Nef Sol Ith	r04	r12	r06				light		5	5	enr		10	10	vit		10	10	red-mag		3	3	mana		33	33	ac%		75	75					0
Rain	Runeword117	1			111	tors									Ort Mal Ith	r09	r23	r06				hit-skill	CTC_Tornado	5	15	skill	Fenris	3	3	dru		2	2	mana		100	150													0
Rain	Runeword117	1			111	tors									Ort Mal Ith	jew	r09	r23	r06			hit-skill	CTC_Tornado	5	15	skill	Fenris	3	3	dru		2	2	mana		100	150													0
Reason	Runeword118																																																	0
Red	Runeword119																																																	0
Revenge	Runeword56	1			New to Modv1.0	mele									Nef Amn Hel	r04	r11	r15				dmg-norm		35	60	skill	Sacrifice	5	7	reanimate	0	5	5	hit-skill	CTC_MindBlast	5	5	deadly		3	10	dmg%		60	100	swing		10	35	0
Revenge	Runeword56	1			New to Modv1.0	mele									Nef Amn Hel	jew	r04	r11	r15			dmg-norm		35	60	skill	Sacrifice	5	7	reanimate	0	5	5	hit-skill	CTC_MindBlast	5	5	deadly		3	10	dmg%		60	100	swing		10	35	0
Revenge	Runeword56	1			New to Modv1.0	mele									Nef Amn Hel	jew	jew	r04	r11	r15		dmg-norm		35	60	skill	Sacrifice	5	7	reanimate	0	5	5	hit-skill	CTC_MindBlast	5	5	deadly		3	10	dmg%		60	100	swing		10	35	0
Revenge	Runeword56	1			New to Modv1.0	mele									Nef Amn Hel	jew	jew	jew	r04	r11	r15	dmg-norm		35	60	skill	Sacrifice	5	7	reanimate	0	5	5	hit-skill	CTC_MindBlast	5	5	deadly		3	10	dmg%		60	100	swing		10	35	0
Rhyme	Runeword120	1			109	shld									Shael Eth	r13	r05					blockrate		20	20	block		20	20	res-all		25	25	nofreeze		1	1	gold%		50	50	mag%		25	25					0
Rhyme	Runeword120	1			109	shld									Shael Eth	jew	r13	r05				blockrate		20	20	block		20	20	res-all		25	25	nofreeze		1	1	gold%		50	50	mag%		25	25					0
Rhyme	Runeword120	1			109	shld									Shael Eth	jew	jew	r13	r05			blockrate		20	20	block		20	20	res-all		25	25	nofreeze		1	1	gold%		50	50	mag%		25	25					0
Rift	Runeword121	1			Previously Ladder Only	pole	scep								Hel Ko Lem Gul	r15	r18	r20	r25			dmg-mag		160	250	dmg-fire		60	180	dmg-to-mana		38	38	hit-skill	CTC_Tornado	20	16	att-skill	CTC_FrozenOrb	16	21	all-stats		5	10					0
Rift	Runeword121	1			Previously Ladder Only	pole	scep								Hel Ko Lem Gul	jew	r15	r18	r20	r25		dmg-mag		160	250	dmg-fire		60	180	dmg-to-mana		38	38	hit-skill	CTC_Tornado	20	16	att-skill	CTC_FrozenOrb	16	21	all-stats		5	10					0
Rift	Runeword121	1			Previously Ladder Only	pole	scep								Hel Ko Lem Gul	jew	jew	r15	r18	r20	r25	dmg-mag		160	250	dmg-fire		60	180	dmg-to-mana		38	38	hit-skill	CTC_Tornado	20	16	att-skill	CTC_FrozenOrb	16	21	all-stats		5	10					0
Sanctuary	Runeword122	1			110	shld									Ko Ko Mal	r18	r18	r23				block		20	20	blockrate		20	20	ac%		130	160	ac-miss		250	250	res-all		50	70	balance		20	20	oskill	Slow Missiles	2	2	0
Sanctuary	Runeword122	1			110	shld									Ko Ko Mal	jew	r18	r18	r23			block		20	20	blockrate		20	20	ac%		130	160	ac-miss		250	250	res-all		50	70	balance		20	20	oskill	Slow Missiles	2	2	0
Serendipity	Runeword123																																																	0
Shadow	Runeword124																																																	0
Shadow of Doubt	Runeword125																																																	0
Silence	Runeword126	1			109	weap									Dol Eld Hel Ist Tir Vex	r14	r02	r15	r24	r03	r26	lifesteal		4	4	stupidity		33	33	dmg%		200	200	swing		20	20	res-all		75	75	allskills		2	2	balance		20	20	0
Siren's Song	Runeword127																																																	0
Smoke	Runeword128	1			109	tors									Nef Lum	r04	r17					ac-miss		250	250	ac%		75	75	res-all		50	50	balance		20	20	light		-1	-1									0
Smoke	Runeword128	1			109	tors									Nef Lum	jew	r04	r17				ac-miss		250	250	ac%		75	75	res-all		50	50	balance		20	20	light		-1	-1									0
Smoke	Runeword128	1			109	tors									Nef Lum	jew	jew	r04	r17			ac-miss		250	250	ac%		75	75	res-all		50	50	balance		20	20	light		-1	-1									0
Sorrow	Runeword129																																																	0
Spirit	Runeword130	1			Previously Ladder Only	xbow	shld								Tal Thu lOrt Amn	r07	r10	r09	r11			balance		55	55	mana		89	112	ac-miss		250	250	vit		22	22	cast		25	35	abs-mag		3	8	allskills		2	2	0
Spirit	Runeword130	1			Previously Ladder Only	xbow	shld								Tal Thu lOrt Amn	jew	r07	r10	r09	r11		balance		55	55	mana		89	112	ac-miss		250	250	vit		22	22	cast		25	35	abs-mag		3	8	allskills		2	2	0
Spirit	Runeword130	1			Previously Ladder Only	xbow	shld								Tal Thu lOrt Amn	jew	jew	r07	r10	r09	r11	balance		55	55	mana		89	112	ac-miss		250	250	vit		22	22	cast		25	35	abs-mag		3	8	allskills		2	2	0
Splendor	Runeword131	1			110	shld									Eth Lum	r05	r17					light		3	3	gold%		50	50	mag%		20	20	ac%		60	100	blockrate		20	20	cast		10	10	allskills		1	1	0
Splendor	Runeword131	1			110	shld									Eth Lum	jew	r05	r17				light		3	3	gold%		50	50	mag%		20	20	ac%		60	100	blockrate		20	20	cast		10	10	allskills		1	1	0
Splendor	Runeword131	1			110	shld									Eth Lum	jew	jew	r05	r17			light		3	3	gold%		50	50	mag%		20	20	ac%		60	100	blockrate		20	20	cast		10	10	allskills		1	1	0
Starlight	Runeword132																																																	0
Stealth	Runeword133	1			109	tors									Tal Eth	r07	r05					red-mag		3	3	dex		6	6	str		6	10	move		25	25	cast		25	25	balance		25	25					0
Stealth	Runeword133	1			109	tors									Tal Eth	jew	r07	r05				red-mag		3	3	dex		6	6	str		6	10	move		25	25	cast		25	25	balance		25	25					0
Stealth	Runeword133	1			109	tors									Tal Eth	jew	jew	r07	r05			red-mag		3	3	dex		6	6	str		6	10	move		25	25	cast		25	25	balance		25	25					0
Steel	Runeword134	1			109	swor	axe	mace							Tir El	r03	r01					swing		25	25	dmg-min		3	3	dmg-max		3	3	openwounds		25	25	dmg%		20	20									0
Steel	Runeword134	1			109	swor	axe	mace							Tir El	jew	r03	r01				swing		25	25	dmg-min		3	3	dmg-max		3	3	openwounds		25	25	dmg%		20	20									0
Steel	Runeword134	1			109	swor	axe	mace							Tir El	jew	jew	r03	r01			swing		25	25	dmg-min		3	3	dmg-max		3	3	openwounds		25	25	dmg%		20	20									0
Steel	Runeword134	1			109	swor	axe	mace							Tir El	jew	jew	jew	r03	r01		swing		25	25	dmg-min		3	3	dmg-max		3	3	openwounds		25	25	dmg%		20	20									0
Steel	Runeword134	1			109	swor	axe	mace							Tir El	jew	jew	jew	jew	r03	r01	swing		25	25	dmg-min		3	3	dmg-max		3	3	openwounds		25	25	dmg%		20	20									0
Still Water	Runeword135																																																	0
Sting	Runeword136																																																	0
Stone	Runeword137	1			110	tors									Shael Um Pul Lum	r13	r22	r21	r17			ac%		220	260	charged	Clay Golem	16	16	ac-miss		300	300	charged	Fissure	80	16	str		16	16	vit		16	16	balance		40	40	0
Storm	Runeword138																																																	0
Strength	Runeword139	1			109	mele									Amn Tir	r11	r03					str		20	20	dmg%		35	35	vit		10	10	crush		15	15													0
Strength	Runeword139	1			109	mele									Amn Tir	jew	r11	r03				str		20	20	dmg%		35	35	vit		10	10	crush		15	15													0
Strength	Runeword139	1			109	mele									Amn Tir	jew	jew	r11	r03			str		20	20	dmg%		35	35	vit		10	10	crush		15	15													0
Strength	Runeword139	1			109	mele									Amn Tir	jew	jew	jew	r11	r03		str		20	20	dmg%		35	35	vit		10	10	crush		15	15													0
Strength	Runeword139	1			109	mele									Amn Tir	jew	jew	jew	jew	r11	r03	str		20	20	dmg%		35	35	vit		10	10	crush		15	15													0
Tempest	Runeword140																																																	0
Temptation	Runeword141																																																	0
Terror	Runeword142																																																	0
Thirst	Runeword143																																																	0
Thought	Runeword144																																																	0
Thunder	Runeword145																																																	0
Time	Runeword146																																																	0
Tradition	Runeword147																																																	0
Treachery	Runeword148	1			111	tors									Shael Thul Lem	r13	r10	r20				hit-skill	CTC_Venom	25	15	gethit-skill	CTC_Fade	5	15	ass		2	2	swing		45	45	balance		20	20	gold%		50	50	res-cold		30	30	0
Treachery	Runeword148	1			111	tors									Shael Thul Lem	jew	r13	r10	r20			hit-skill	CTC_Venom	25	15	gethit-skill	CTC_Fade	5	15	ass		2	2	swing		45	45	balance		20	20	gold%		50	50	res-cold		30	30	0
Trust	Runeword149																																																	0
Truth	Runeword150																																																	0
Unbending Will	Runeword151																																																	0
Valor	Runeword152																																																	0
Vengeance	Runeword153																																																	0
Venom	Runeword154	1			109	weap									Tal Dol Mal	r07	r14	r23				dmg-pois	175	312	312	ignore-ac		1	1	oskill	Blight Strike	4	9	hit-skill	CTC_LowerResist	2	5	manasteal		7	7	dmg%		110	220	swing		50	50	0
Venom	Runeword154	1			109	weap									Tal Dol Mal	jew	r07	r14	r23			dmg-pois	175	312	312	ignore-ac		1	1	oskill	Blight Strike	4	9	hit-skill	CTC_LowerResist	2	5	manasteal		7	7	dmg%		110	220	swing		50	50	0
Venom	Runeword154	1			109	weap									Tal Dol Mal	jew	jew	r07	r14	r23		dmg-pois	175	312	312	ignore-ac		1	1	oskill	Blight Strike	4	9	hit-skill	CTC_LowerResist	2	5	manasteal		7	7	dmg%		110	220	swing		50	50	0
Venom	Runeword154	1			109	weap									Tal Dol Mal	jew	jew	jew	r07	r14	r23	dmg-pois	175	312	312	ignore-ac		1	1	oskill	Blight Strike	4	9	hit-skill	CTC_LowerResist	2	5	manasteal		7	7	dmg%		110	220	swing		50	50	0
Victory	Runeword155																																																	0
Voice	Runeword156																																																	0
Voice of Reason	Runeword99	1			Previously Ladder Only	swor	mace								Lem Ko El Eld	r20	r18	r01	r02			dmg-demon		220	350	dmg-undead		280	300	dmg-cold		100	220	pierce-cold		24	24	hit-skill	CTC_IceBolt	18	20	hit-skill	CTC_FrozenOrb	15	13	nofreeze		1	1	0
Voice of Reason	Runeword99	1			Previously Ladder Only	swor	mace								Lem Ko El Eld	jew	r20	r18	r01	r02		dmg-demon		220	350	dmg-undead		280	300	dmg-cold		100	220	pierce-cold		24	24	hit-skill	CTC_IceBolt	18	20	hit-skill	CTC_FrozenOrb	15	13	nofreeze		1	1	0
Voice of Reason	Runeword99	1			Previously Ladder Only	swor	mace								Lem Ko El Eld	jew	jew	r20	r18	r01	r02	dmg-demon		220	350	dmg-undead		280	300	dmg-cold		100	220	pierce-cold		24	24	hit-skill	CTC_IceBolt	18	20	hit-skill	CTC_FrozenOrb	15	13	nofreeze		1	1	0
Void	Runeword157																																																	0
War	Runeword158																																																	0
Water	Runeword159																																																	0
Wealth	Runeword160	1			109	tors									Lem Ko Tir	r20	r18	r03				gold%		250	250	mag%		100	100	ac		15	100	light		2	2													0
Wealth	Runeword160	1			109	tors									Lem Ko Tir	jew	r20	r18	r03			gold%		250	250	mag%		100	100	ac		15	100	light		2	2													0
Whisper	Runeword161																																																	0
White	Runeword162	1			109	wand									Dol Io	r14	r16					skilltab	7	3	3	red-mag		4	4	cast		20	20	mana		13	13	skill	Bone Armor	3	3	skill	Bone Spear	2	2	skill	Summon Mastery	4	4	0
Wind	Runeword163	1			110	mele									Sur El	r29	r01					dmg%		120	160	swing		40	40	move		20	20	reduce-ac		50	50	hit-skill	CTC_Tornado	10	9	charged	Hurricane	5	10	balance		15	15	0
Wind	Runeword163	1			110	mele									Sur El	jew	r29	r01				dmg%		120	160	swing		40	40	move		20	20	reduce-ac		50	50	hit-skill	CTC_Tornado	10	9	charged	Hurricane	5	10	balance		15	15	0
Wind	Runeword163	1			110	mele									Sur El	jew	jew	r29	r01			dmg%		120	160	swing		40	40	move		20	20	reduce-ac		50	50	hit-skill	CTC_Tornado	10	9	charged	Hurricane	5	10	balance		15	15	0
Wind	Runeword163	1			110	mele									Sur El	jew	jew	jew	r29	r01		dmg%		120	160	swing		40	40	move		20	20	reduce-ac		50	50	hit-skill	CTC_Tornado	10	9	charged	Hurricane	5	10	balance		15	15	0
Wind	Runeword163	1			110	mele									Sur El	jew	jew	jew	jew	r29	r01	dmg%		120	160	swing		40	40	move		20	20	reduce-ac		50	50	hit-skill	CTC_Tornado	10	9	charged	Hurricane	5	10	balance		15	15	0
Wings of Hope	Runeword164																																																	0
Wisdom	Runeword165																																																	0
Woe	Runeword166																																																	0
Wonder	Runeword167																																																	0
Wrath	Runeword168	1			Previously Ladder Only	miss									Pul Lum Ber Mal	r21	r17	r30	r23			dmg-demon		300	300	dmg-undead		250	300	dmg-ltng		41	240	dmg-mag		85	120	hit-skill	CTC_LifeTap	5	10	hit-skill	CTC_Decrepify	30	1	nofreeze		1	1	0
Wrath	Runeword168	1			Previously Ladder Only	miss									Pul Lum Ber Mal	jew	r21	r17	r30	r23		dmg-demon		300	300	dmg-undead		250	300	dmg-ltng		41	240	dmg-mag		85	120	hit-skill	CTC_LifeTap	5	10	hit-skill	CTC_Decrepify	30	1	nofreeze		1	1	0
Wrath	Runeword168	1			Previously Ladder Only	miss									Pul Lum Ber Mal	jew	jew	r21	r17	r30	r23	dmg-demon		300	300	dmg-undead		250	300	dmg-ltng		41	240	dmg-mag		85	120	hit-skill	CTC_LifeTap	5	10	hit-skill	CTC_Decrepify	30	1	nofreeze		1	1	0
Youth	Runeword169																																																	0
Zephyr	Runeword170	1			109	miss									Ort Eth	r09	r05					move		25	25	swing		25	25	dmg%		33	33	att		66	66	gethit-skill	CTC_Tornado	7	10	ac		25	25					0
Zephyr	Runeword170	1			109	miss									Ort Eth	jew	r09	r05				move		25	25	swing		25	25	dmg%		33	33	att		66	66	gethit-skill	CTC_Tornado	7	10	ac		25	25					0
Zephyr	Runeword170	1			109	miss									Ort Eth	jew	jew	r09	r05			move		25	25	swing		25	25	dmg%		33	33	att		66	66	gethit-skill	CTC_Tornado	7	10	ac		25	25					0
Zephyr	Runeword170	1			109	miss									Ort Eth	jew	jew	jew	r09	r05		move		25	25	swing		25	25	dmg%		33	33	att		66	66	gethit-skill	CTC_Tornado	7	10	ac		25	25					0
Zephyr	Runeword170	1			109	miss									Ort Eth	jew	jew	jew	jew	r09	r05	move		25	25	swing		25	25	dmg%		33	33	att		66	66	gethit-skill	CTC_Tornado	7	10	ac		25	25					0
Lord of Terror	Runeword171	1				circ									Di Ab Lo	r34	r35	r28				oskill	Mini D	1	1	fireskill		2	2	allskills		2	2	extra-elem		10	15	cdr		20	30	pierce-immunity-all		15	20					0
