Missile	*ID	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Pierce	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	EMax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	*eol
anya center	528	54																																																							300				0	0	0	0	0	0	null	1024	1	16																												1																																																1																						0
anya icicle	529	1																																																							1				0	0	0	0	0	0	expansion\icicle	1024	10	16																						1	1			1							1																																											1			sorceress_glacialspike_1				anya iceimpact															0
anya iceimpact	530	1																																																							10				0	0	0	0	0	0	expansion\iceimpact	1024	10	16																												1					1																																											1																						0
anya icesteam	531	1																																																							30				0	0	0	0	0	0	expansion\icecavequest_steam	1024	30	16																												1					1																																											1																						0
anya icemagic	532	1																																																							30				0	0	0	0	0	0	expansion\icecavequest_magic	1024	30	16																												1					1																																											1			quest_anyasteam																			0
dragontail missile	533	1		1																																																					16				255	178	64	0	0	0	ExpArrowExplode	1024	16	16						1		1									1				1		1			1							1						8																																					1																						0
dragonflight	534	1		1																																																					15				255	255	255	0	0	1	expansion\FirestormEmitter	1024	16	16					3			1		1	1						1											1	1				1			Dragon Flight																																								1																						0
dragonflightmaker	535	1		1																																																	8	8			20				255	255	255	0	0	1	expansion\FirestormEmitter	1024	16	16					3			1		1	1						1											1	1				1																								burn	20	4	4	4	4	4	10	4	4	4	4	4		100	20	20	20		1																						0
progressive radius damage	536	1		1																																																	8	8			20				255	255	255	0	0	1	null	1024	1	16					3			1		1							1											1	1	1			1				4																																							1																						0
vine beast walk 1 fade	537	1		1																																																					11				255	255	255	0	0	0	expansion\Pod_Jump_FadeOut	1024	11	16					3			1		1							1											1	1																																															1																						0
vine beast walk 2 fade	538	1		1																																																					31				255	255	255	0	0	0	expansion\deathmaulerfadeout	1024	31	16					3			1		1							1											1	1																																															1																						0
vine beast neutral fade	539	1		1																																																					11				255	255	255	0	0	0	expansion\Pod_Neutral_FadeOut	1024	11	16					3			1		1							1											1	1																																															1																						0
vine recycler delay	540	51		33					45	Activation Frame for Mana Gain	0	Spawn Frame for SubMissile1									20	Spawn Delay for CltSubMissile1	45	Spawn Delay for CltSubMissile2	0	Spawn count for CltSubMissile1	0	Radius to spawn CltSubMissile1	`																												47				0	0	0	0	0	0	null	1024	1	16																												1																																																1						stealmana									recycler vine	recycler explosion						0
ancient death center	541	55		1																																																	3	3			400		2		255	125	125	0	0	1	null	1024	2	16																	1					1	1			1							1						8																																					1																						0
ancient death cloud	542	1		1																																																	3	3			50		2		255	125	125	0	0	1	expansion\AncientDeathMissile	1024	16	16		1	4	12																		1	1			1							1						8																																					1			quest_ancients_cloud																			0
lightning charge up nova	543	1		1																																																	24	24		-1000	13				255	255	255	0	0	0	ElectricNova	1024	13	16					3			1		1		1	4				1												1	1			1			Nova	4																																						64	16																						0
chainlightningcharge up	544	1		1																																																	30	30			25		4		255	255	255	0	0	1	LightningStrike	1024	8	16					3	1		1		1		1	4				2											1	1	1			1			Chain Lightning	4																																						64	32																						0
pain worm appear	545	1		1																																																					25		5		255	178	64	0	0	0	Revive	1024	25	16																												1					1						8																																					1																						0
baal taunt control	546	56		34					25	Start Delay before randomly spawning SubMissile1/SubMissile2/Submissile3	3	Delay to spawn SubMissile1	45	Delay to spawn SubMissile2	0	Delay to spawn SubMissile3					25	Start Delay before randomly spawning CltSubMissile1/CltSubMissile2/CltSubmissile3	3	Delay to spawn CltSubMissile1	45	Delay to spawn CltSubMissile2	0	Delay to spawn CltSubMissile3																													75				255	255	255	0	0	1	null	1024	1	16					3			1		1							1											1					1																																											1								baal taunt lightning control	baal taunt poison control						baal taunt lightning control	baal taunt poison control						0
baal taunt lightning	547	8		1																	3	# of Subloops for CltSubMissile1 (Min=1)																															30	30			10	2			255	255	255	0	0	2	null	1024	2	16					3			1		1		1	10				2											1	1	1			1				4		8																		ltng	15	20	20	20	20	20	45	20	20	20	20	20						64	1															lightninghit							0
baal taunt lightning trail	548	1		1																																																	30	30			25		4		255	255	255	0	0	1	LightningStrike	1024	8	16					3			1		1		1	10				2											1	1	1		1	1				4																																						64	32																						0
baal taunt poison	549	4		1					4	Velocity for Increment 1	8	Velocity for Increment 2									24	Missile Spawn Rate (CltSubMissile1)	1	# of Missiles created (CltSubMissile1)	6	Radius to randomly create Missiles (CltSubMissile1)																															60				255	255	255	0	0	1	PoisonSparks	1024	31	16		1	10	19	3			1		1	1						2											1					1						4																		pois	14	4	5	8	8	8	25	4	5	8	8	8		50					8															poisonpuff							0
baal spawn monsters	550	1	57	1	54																																				10	Disc Radius of CltHitSubMissile1	20	Density of CltHitSubMissile1 (Higher value means less Missiles created)									12	12			60		5		81	81	255	1	0	1	Expansion\baalsummonmissile2	1024	8	8					6																	1						1	1	1			1				4																																							1																		baal spawn monsters exp				0
mindblast hit	551	1		1																																																					10				255	255	255	0	0	0	Expansion\Mindblast	1024	10	16																						1	1			1							1																																											1																						0
blade shield missile	552	1		1																																																	18	30		250	100		5		255	255	255	3	0	1	Expansion\blade_shield_missile	1024	5	16					3			1									1											1	1	1			1			Blade Fury	4					1																																		1																						0
blade shield attachment	553	57		1																																																					500	100			0	0	0	0	0	0	null	1024	1	16																												1								Blade Shield						1																																		1															blade shield missile							0
baal inferno	554	1		1	55						12	Baseline Range																					50	"Mana Drain % (Min=1, Max=100)"																			20	40		250	2048		5		255	255	255	1	0	0	Expansion\baalmissile	1024	14	12					3			1				1	4				3					1						1		1			1			Baal Inferno	4																																							1			baal_missile_1																			0
baal nova	555	1		1																																																	20	20			40		5		255	255	255	0	0	0	Expansion\baalsummonmissile	1024	8	12					3	1		1		1		1	4				2												1	1			1			Baal Nova	4																																							8			baal_novacast				shamanexp															0
fistsoffireexplode	556	1		1																																																					16		15		255	178	64	0	0	0	ExpArrowExplode	1024	16	16	1					1		1									1						1			1				1			1				4		8																																					1																						0
fistsoffirefirewall	557	5		1																																																					64		5		255	178	64	0	0	1	groundFireSmall	1024	37	16		1	12	36	8				1								2											1					1						3	1																	fire	6	5	10	16	22	30	10	5	10	17	24	32	(skill('Royal Strike'.blvl)) * 6					32	1																						0
clawsofthunderbolt	558	1		1																																																	12	12			98		3	4	255	255	255	1	0	1	ChargedBolt	1024	10	16		1	2	8	3	1		1		1		1	4				1											1	1	1			1				4		8	1																	ltng	1	0	0	0	0	0	40	20	40	60	80	100	(skill('Royal Strike'.blvl)) * 8					64	16																						0
clawsofthundernova	559	1		1																																																	24	24		-1000	13				255	255	255	0	0	0	ElectricNova	1024	13	16					3			1				1	4				1												1	1			1				4		8	1																	ltng	1	0	0	0	0	0	30	15	25	35	45	65	(skill('Royal Strike'.blvl)) * 8					64	16																						0
bladesoficeexplode	560	1		1																																																					16		11		81	81	255	0	0	0	IceArrowExplode	1024	16	16						1		1									1						1			1				1			1				4		8																																					1			impact_cold_layer_1																			0
bladesoficecubes	561	1		1		10																																																			30				255	255	255	0	0	0	IceBreakSmall	1024	15	16					3			1									1					1											1						8	1																	frze	1	0	0	0	0	0	1	0	0	0	0	0		100	10	10	10		4			impact_cold_1																			0
bladesoficecubesmelt	562	1		1																																																					150				255	255	255	0	0	0	IceBreakSmallMelt	1024	12	16																																	1						8																																					4																						0
royalstrikemeteor	563	1			14																												6	"Explosion Radius (If 0, then use Skill aurarangecalc)"	1	Increment for # of HitSubMissile1 created (Higher value means less Missiles created) (Min=1)																					16				0	0	0	0	0	1	Meteor	1024	12	16						1		1			1																										5	2	8	1																	fire	30	15	28	43	57	69	60	15	31	49	63	75	(skill('Fists of Fire'.blvl)) * 10						1											royalstrikemeteorfire											0
royalstrikemeteorcenter	564	9	18	1	4																15	Missile Frames (Min=1)	25	Missile Fall Rate (Used with Frames to determine Height) (Min=1)	15	Missile Slide Rate (Used with Frames to determine Offset) (Min=1)							1	"Kill Missile on hit after creating HitSubMissile? (0=off, 1=on)"							5	# of CltHitSubMissile1 created	3	# of CltHitSubMissile3 created	15	# of CltHitSubMissile4 created											16		4		255	64	64	0	0	1	MeteorTargetIndicator	1024	17	16								1			1						1					1											1						8	1																																				1			sorceress_meteor					royalstrikemeteor			royalstrikemeteor				royalstrikemeteor	royalstrikemeteortail		royalstrikemeteorexplode	whitelightmissile	firemedium	firesmall	0
royalstrikemeteortail	565	1																																																							16				0	0	0	0	0	1	MeteorTail	1024	12	16						1		1																									1						8																																					1																						0
royalstrikemeteorexplode	566	1		1																																																					16		13		255	178	64	0	0	0	ExpArrowExplode	1024	16	16								1									1						1			1			1	1			1				4		8																																					1																						0
royalstrikemeteorfire	567	5		1																																																					37		5		255	178	64	0	0	1	groundFireSmall	1024	37	16		1	12	36	8				1								2																1						3	1																	fire	9	7	15	24	33	45	15	7	15	25	36	48	(skill('Fists of Fire'.blvl)) * 6					32	1																						0
royalstrikechainlightning	568	8	*16	1	*12																3	# of Subloops for CltSubMissile1 (Min=1)											0	"Range (If 0, then use Skill aurarangecalc)"							0	"Range (If 0, then use Skill aurarangecalc)"											30	30			60		4		255	255	255	0	0	1	LightningStrike	1024	8	16					3					1		1	4				2											1	1	1			1				4		8	1																	ltng	1	0	0	0	0	0	60	30	60	90	120	150	(skill('Claws of Thunder'.blvl))*13					64	32			sorceress_lightning_1			lightning									lightninghit							0
royalstrikechaosice	569	58		35		2			3	Periodic Delay until Repathing																																							100	% of Cold Length converted to Freeze Length			16	16			40		4		81	81	255	0	0	1	IceBolt	1024	6	16					3	1		1		1		1	4				1											1	1	1			1				4		8	1																	cold	24	6	12	18	30	42	48	6	12	19	31	43	(skill('Blades of Ice'.blvl))*10	100	10	15	20		16			sorceress_glacialspike_1	sorceress_iceblast_impact_1																		0
world stone chip 1	570	59		1																																																	1	1			500				255	255	255	0	0	1	expansion\wstonechips1	1024	25	12																	1											1											8																																					1																						0
world stone chip 2	571	59		1																																																	1	1			500				255	255	255	0	0	1	expansion\wstonechips2	1024	33	12																	1											1											8																																					1																						0
world stone chip 3	572	59		1																																																	1	1			500				255	255	255	0	0	1	expansion\wstonechips3	1024	25	12																	1											1											8																																					1																						0
world stone chip 4	573	59		1																																																	1	1			500				255	255	255	0	0	1	expansion\wstonechips4	1024	17	12																	1											1											8																																					1																						0
highpriestlightning2	574	1		1																																																	8	8			16		12		255	64	64	0	0	0	HighPriestLightning	1024	9	16					3	1		1		1							1					1						1	1				1						8																		ltng	8	12	12	12	12	12	30	14	14	14	14	14							8																						0
infernoflame3	575	1		1							7	Baseline Range																																									12	12			30		5		255	178	64	1	0	0	Flamethrower	1024	15	16					3												1											1		1			1			Inferno	4																																						32	1																						0
mindblast center	576	17		1																	10	Activation Frame																																			10				255	255	255	0	0	0	Expansion\Mindblast	1024	10	16																						1	1			1							1																																											1															mindblast hit							0
armageddoncontrol	577	1		1	56																												4	"Explosion Radius (If 0, then use Skill aurarangecalc)"																							25				0	0	0	0	0	0	null	1024	1	16											1																	1								Armageddon	5	2	8																		fire																			1											armageddonfire											0
armageddonrock	578	1	55	1																																																					25				0	0	0	1	0	1	expansion\armageddon_rock	1024	16	16											1											1	1			1													8																																					1			andariel_fire_loop															armageddonexplosion	armageddonfire			0
armageddontail	579	1		1																																																					25				0	0	0	1	0	1	expansion\armageddon_fire	1024	16	16																							1			1							1						8																																					1																						0
armageddonexplosion	580	1		1																																																					16		5		255	255	255	0	0	0	ExpArrowExplode	1024	16	16					3			1									3											1		1			1				4		8																																					1			druid_meteor_explode_1																			0
hurricaneswoosh	581	60		1																																																	20	20			22				0	0	0	1	0	0	expansion\hurricane_swoosh	1024	11	8																												1					1						8																																					8			druid_hurricane																			0
hurricanecart	582	60		1																																																	18	18			20				0	0	0	1	0	0	expansion\hurricane_cart	1024	20	16																												1											8																																					1			druid_hurricane																			0
hurricanerock	583	60		1																																																	18	18			20				0	0	0	1	0	0	expansion\hurricane_rocks	1024	20	16																												1											8																																					1			druid_hurricane																			0
hurricanesack	584	60		1																																																	18	18			20				0	0	0	1	0	0	expansion\hurricane_sack	1024	20	16																												1											8																																					1			druid_hurricane																			0
hurricanetree	585	60		1																																																	18	18			20				0	0	0	1	0	0	expansion\hurricane_tree	1024	20	16																												1											8																																					1			druid_hurricane																			0
hurricanevase	586	60		1																																																	18	18			20				0	0	0	1	0	0	expansion\hurricane_vase	1024	20	16																												1											8																																					1			druid_hurricane																			0
baalcorpseexplodedelay	587	1		1																																																					10		5		255	178	64	0	0	0	null	1024	1	16								1									1					1	1			1			1	1									8																																					4	1						baalcorpseexplodeexpl															0
baalcorpseexplodeexpl	588	1	44	1																																																					16		5		255	178	64	0	0	0	expansion\CEBaal	1024	16	16								1									1					1	1			1			1	1							4		8																																					4	1																	baalcorpseexplodefade				0
baal cold maker	589	52		31																																																	20	20			50		5		143	143	255	0	0	0	BlueNovaB	1024	8	8					3							1	4				2											1	1	1		75	1			Baal Cold Missiles	4		8																																					32	1		baal_coldtrail					baal cold trail							baal cold trail							0
baal cold trail	590	1		1																																																	13	13			20		5		143	143	255	0	0	0	BlueNovaB	1024	8	8					3							1	4				2											1	1	1		75	1			Baal Cold Missiles	4		8																																					32	1																					0
baal spawn monsters exp	591	1		1																																																					20		5		81	81	255	1	0	0	Expansion\baalsummonsmall	1024	11	15																						1						1	1	1			1				4																																							1																						0
impmiss21	592	1		1																																																	20	20			80		5		255	64	64	1	0	1	Expansion\impmissile2	1024	8	16					3	1		1		1							1											1	1	1			1				4		8		128																																			16			imp_missile_1	sorceress_firebolt_impact_1			shamanexp															0
impmiss22	593	1		1																																																	20	20			80		5		255	64	64	1	0	1	Expansion\impmissile2	1024	8	16					3	1		1		1							1											1	1	1			1				4		8		128																																			16			imp_missile_1	sorceress_firebolt_impact_1			shamanexp															0
impmiss23	594	1		1																																																	20	20			80		5		255	64	64	1	0	1	Expansion\impmissile2	1024	8	16					3	1		1		1							1											1	1	1			1				4		8		128																																			16			imp_missile_1	sorceress_firebolt_impact_1			shamanexp															0
impmiss24	595	1		1																																																	20	20			80		5		255	64	64	1	0	1	Expansion\impmissile2	1024	8	16					3	1		1		1							1											1	1	1			1				4		8		128																																			16			imp_missile_1	sorceress_firebolt_impact_1			shamanexp															0
impmiss25	596	1		1																																																	20	20			80		5		255	64	64	1	0	1	Expansion\impmissile2	1024	8	16					3	1		1		1							1											1	1	1			1				4		8		128																																			16			imp_missile_1	sorceress_firebolt_impact_1			shamanexp															0
anyasteam1	597	1		1																																																					26				0	0	0	0	0	0	ChillBloodPuff	1024	26	16																												1					1																																																																	0
anyasteam2	598	1		1																																																					26				0	0	0	0	0	0	ChillBloodPuff	1024	26	16																												1					1																																																																	0
ancientsguide	599	1		1																																																									0	0	0	0	0	0	null	1024	1	16																												1																																																																						0
ancientsmarker	600	1		1																																																									0	0	0	0	0	0	null	1024	1	16																												1																																																																						0
ancientscontrol	601	1		1																																																									0	0	0	0	0	0	null	1024	1	16																												1																																																																						0
overseercontrol	602	61		1																																																					500				0	0	0	0	0	0	null	1024	1	16																												1																																																																						0
nihlithak1	603	1	60	1																																					85	Z Offset for CltHitSubMissile2															32				0	0	0	0	0	0	expansion\Nihlathak A	1024	16	8																						1						1																																																			quest_nihlathakdeath															nihlithak2	nihlathakbonechips			0
nihlithak2	604	1		1																																																					192				0	0	0	0	0	1	expansion\Nihlathak B	1024	8	8																						1						1																																																			quest_nihlathakdeath				nihlithak3															0
nihlithak3	605	1		1																																																					34				0	0	0	0	0	0	expansion\Nihlathak C	1024	17	8																						1						1																																																8			quest_nihlathakdeath																			0
nihlathakcontrol	606	62		1																																																					224				0	0	0	0	0	0	null	1024	1	16																												1																																																																						0
nihlathakswoosh	607	63		1																																																	20	20			22				0	0	0	1	0	0	expansion\nehlthak_Swoosh	1024	11	8																												1					1						8																																					8																						0
nihlathakdebris1	608	63		1																																																	18	18			16				0	0	0	0	0	1	expansion\Skeleton_pieces_A	1024	16	16																												1																																																1																						0
nihlathakdebris2	609	63		1																																																	18	18			16				0	0	0	0	0	1	expansion\Skeleton_pieces_B	1024	16	16																												1																																																1																						0
nihlathakdebris3	610	63		1																																																	18	18			16				0	0	0	0	0	1	expansion\Skeleton_pieces_C	1024	16	16																												1																																																1																						0
nihlathakdebris4	611	63		1																																																	18	18			16				0	0	0	0	0	1	expansion\Skeleton_pieces_D	1024	16	16																												1																																																1																						0
nihlathakglow	612	1		1																																																									0	0	0	0	0	0	null	1024	1	16																												1																																																																						0
baalteleport	613	1		1																																																					20		3		128	64	64	0	0	0	Expansion\Baalsummonoverlay	1024	20	24																												1					1						8																																					1			baal_summonflash																			0
baalclonedeath	614	1		1																																																					20		3		128	64	64	0	0	0	Expansion\Baalteleport	1024	20	24																												1					1						8																																					1			baal_teleport																			0
anyasteamvent	615	1		1																																																					82				0	0	0	0	0	0	expansion\IceCaveEruption	1024	41	8																												1					1						8																																					4			quest_anyaicevent																			0
anyasteam	616	1		1																																																					82				0	0	0	0	0	0	expansion\Ice_Smoke	1024	41	8																												1					1						8																																					4																						0
nihlathakhole	617	1		1																																																					250				0	0	0	0	0	1	expansion\nehlthak_Hole	1024	41	16		1	25	29																								1											8																																					1			sorceress_inferno																			0
nihlathakholelight	618	1		1																																																					250				0	0	0	0	0	1	expansion\nehlthak_Hole_light	1024	41	16		1	25	29																								1					1						8																																					1																						0
volcanofiretrail	619	1		1																																																	12	12							0	0	0	0	0	1	expansion\wallfire_low_Tiny	1024	25	16																												1					1						8																																					1																						0
nihlathakglow2	620	1		1																																																					192				0	0	0	0	0	1	expansion\NehlithakGlow	1024	16	16																												1					1																																											1																						0
nihlathakbonechips	621	1		1																																																					192				0	0	0	0	0	1	expansion\BonePieces	1024	16	16																												1																																																1																						0
baalcorpseexplodefade	622	1		1																																																					443				0	0	0	0	0	1	expansion\CEBaalFade	1024	11	4																												1																																																4	1																					0
armageddonfire	623	1		1																																																					37		5		255	178	64	0	0	1	groundFireSmall	1024	37	16		1	12	36	8				1								2											1					1						2																		fire	10	6	7	8	9	10	14	6	7	8	9	10	(skill('Armageddon'.blvl)==20)?50:0					32	1		41																				0
icesparkle	624	1		1																																																					250		2		255	178	64	0	0	1	expansion\iceglint	1024	6	12	1																											1					1						2																																					1																						0
baalfx control	625	64		36	57																																																				650		10		255	178	64	0	0	1	null	1024	1	16																												1					1																																											1																						0
baalfx spirit 1	626	65		1																																																	10	10			250				0	0	0	0	0	1	expansion\baaldeathghostie02	1024	8	6																												1					1																																											8			quest_hellforge_soul_1																			0
baalfx spirit 2	627	65		1																																																	10	10			250				0	0	0	0	0	1	expansion\baaldeathghostie01	1024	8	6																												1					1																																											8			quest_hellforge_soul_1																			0
baalfx spirit 3	628	65		1																																																	10	10			250				0	0	0	0	0	1	null	1024	1	8																												1					1																																											1			quest_hellforge_soul_1																			0
baalfx spirit 4	629	65		1																																																	10	10			250				0	0	0	0	0	1	null	1024	1	8																												1					1																																											1			quest_hellforge_soul_1																			0
baalfx spirit 5	630	65		1																																																	10	10			250				0	0	0	0	0	1	null	1024	1	8																												1					1																																											1			quest_hellforge_soul_1																			0
baalfx baal head appear	631	1		1																																																					455				0	0	0	0	0	0	expansion\baaldeathswirl	1024	36	16																												1					1																																											1																						0
baalfx baal head 1	632	1		1																																																					390		5		255	178	64	0	0	0	expansion\baaldeathhead01	1024	42	12																												1					1																																											1			baal_deathhead_1																			0
baalfx baal head 2	633	1		1																																																					390		5		255	178	64	0	0	0	expansion\baaldeathhead02	1024	42	12																												1					1																																											1			baal_deathhead_2																			0
baalfx baal head 3	634	1		1																																																					390		5		255	178	64	0	0	0	expansion\baaldeathhead03	1024	42	12																												1					1																																											1			baal_deathhead_3																			0
baalfx tyreal debris 1	635	1		1																																																					40				0	0	0	0	0	1	expansion\BCeilingChunkFall1	1024	1	16																						1						1																																																1							baalfx tyreal debris break															0
baalfx tyreal debris 2	636	1		1																																																					40				0	0	0	0	0	1	expansion\BCeilingChunkFall2	1024	1	16																						1						1																																																1							baalfx tyreal debris break															0
baalfx tyreal debris 3	637	1		1																																																					40				0	0	0	0	0	1	expansion\BCeilingChunkFall3	1024	1	16																						1						1																																																1							baalfx tyreal debris break															0
baalfx tyreal debris break	638	1		1																																																					1365				0	0	0	0	0	0	expansion\BCeilingChunkBreak	1024	12	12																												1																																																1																						0
worldstone shake	639	66	61	1																																																					200				0	0	0	0	0	1	null	1024	1	12																						1						1																																																1																						0
blessedhammerex	640	1		1		13																																											50	Damage % VS Undead	0	Damage % VS Demons	18	30		250	120		5		222	222	255	6	0	1	blessedhammer	1024	6	16					3			1									1	1	8										1	1			1				4		8					12	8	8	8	8	8	16	8	8	8	8	8																					16			paladin_blessedhammer_1	paladin_holybolt_impact_1																		0
sentrylightningbolt2	641	8		1																	3	# of Subloops for CltSubMissile1 (Min=1)																															30	30			10	2	4		255	255	255	0	0	2	null	1024	2	16					3			1		1							2											1	1	1			1	1		Death Sentry	4																																						64	1			sorceress_lightning_1												lightninghit							0
sentrylightninghit2	642	1	10	1																																																					12		3	1	255	255	255	0	0	1	LightningStrike	1024	8	16		1		7													1											1					1						8																		ltng	2	2	2	2	2	2	5	2	2	2	2	2						64	32						lightning																0
lightningtowernova	643	1	10	1																																																	24	24		-1000	13				255	255	255	0	0	0	ElectricNova	1024	13	16					3			1				1	4				1												1	1			1				4		8																		ltng	12	12	12	12	12	12	14	14	14	14	14	14						64	16			sorceress_nova																			0
skbowarrow6	644	1		1																																																	24	24			40		2		255	178	64	1	0	1	FireArrow	1024	8	16					3	1		1		1							1				1							1	1	1			1	1			4				128																																		10	32			amazon_firearrow_1	sorceress_firebolt_impact_1																		0
skbowarrow7	645	1		1																																																	24	24			40		2		81	81	255	1	0	1	IceArrow	1024	8	16					3	1		1		1							1				1							1	1	1			1	1			4				128																																		10	32			amazon_coldarrow_1	impact_cold_1																		0
skbowarrow8	646	1		1																																																	24	24			40		2		255	178	64	1	0	1	SafeArrow	1024	8	16					3	1		1		1							1				1							1	1	1			1	1			4				128																																		10	32			amazon_magicarrow_1																			0
bighead6	647	1		1																																																	16	16			40		3		143	143	255	3	0	1	BigheadLightningMissile	1024	3	16					3	1		1		1							1											1	1	1			1				4				128																																			1			monster_fireball	sorceress_firebolt_impact_1			bigheadexp															0
viper_poisjav	648	3		2			3	# of Subloops for SubMissile1 (if SubMissile1 is not null)											3	# of Subloops for CltSubMissile1																																	24	24			15				255	255	255	3	0	0	poisonNova	1024	30	16					3	1		1		1							1											1	1	1			1	1			4				128																																			32			monster_poisonbolt					viper_poisjavcloud							viper_poisjavcloud							0
viper_poisjavcloud	649	4		3					2	Velocity for Increment 1	4	Velocity for Increment 2									24	Missile Spawn Rate (CltSubMissile1)	1	# of Missiles created (CltSubMissile1)	6	Radius to randomly create Missiles (CltSubMissile1)																															60				128	255	128	0	0	1	PoisonSparks	1024	31	16		1	10	19	3			1	1	1	1						2											1					1																								pois	32	32	38	44	50	56	64	32	38	44	50	56		500	5	5	5	6	8			object_poison_loop												poisonpuff							0
viper_fire	650	8		1																	1	# of Subloops for CltSubMissile1 (Min=1)																															24	24			15		3		255	255	255	4	0	1	Firebolt	1024	5	16					3			1		1							1											1	1	1			1				4				128																																			16			monster_fireball	sorceress_firebolt_impact_1			shamanexp								viper_firecloud							0
viper_firecloud	651	1		1																																																					10				255	178	64	0	0	1	Flamethrower	1024	15	7					3				1			1	4				1											1					1																																										32	1		82	sorceress_inferno																			0
viper_bonespear	652	18	24	1																	3	# of Missile Subloops																															24	24			40		3		255	255	255	3	0	1	BoneSpear	1024	6	16					3			1		1							1											1	1	1			1				4				64																																		6	16			necromancer_bonespear_1	paladin_holybolt_impact_1			bonespearexplode	bonespeartrail	teethexplode						bonespeartrail			teethexplode				0
countessfirewallmaker	653	6		6																	4	"Chance to flag CltSubMissile with NOLIGHT (Random 0 to X) (If 0, then use flag)"																															12	12			7		8		255	178	64	0	0	1	groundFireBig	1024	2	16		1	1	2	8			1		1	1						1											1					1						8																																				32	1								countessfirewall							countessfirewall	firesmall	firemedium					0
baal taunt lightning control	654	1	62	3	58																												10	Range (Min=1)							10	Range for CltHitSubMissile1 (Min=1)															1										null	1024	1	16																						1																																																						1											baal taunt lightning							baal taunt lightning				0
baal taunt poison control	655	1	63	3	59																												2	Increment for # of HitSubMissile1 created (Higher value means less Missiles created) (Min=1)							2	Ring Density of CltHitSubMissile1 (Higher value means less Missiles created) (Min=1)															1										null	1024	1	16																						1																																																						1											baal taunt poison							baal taunt poison				0
explodingarrowexp2	656	1		1	1																												5	"Explosion Radius (If 0, then use Skill Calc1)"																							1										null	1024	16	16					3	1											1					1								1			1		1	Exploding Arrow	5	2	8																		fire																			1																						0
freezingarrowexp3	657	1		1	1																												5	"Explosion Radius (If 0, then use Skill Calc1)"																							1										null	1024	16	16					3	1											1					1								1			1		1	Freezing Arrow	5	2	8																		frze																			1																						0
pantherjav5	658	1		1																																																	20	20			80				255	255	255	1	0	1	Javelin	1024	1	16					1	1		1		1							1				1							1	1	1				1			4		8		128																																		6	32			weapon_throw_1																			0
spike6	659	1		1																																																	30	30			40				255	255	255	1	0	1	SpikeFiendMissle	1024	2	16					3	1		1		1							1				1							1	1	1							4		8		128																																		10	32																						0
cr_arrow6	660	1		1																																																	26	26			40				255	255	255	1	0	1	Arrow	1024	1	16					3	1		1		1							1				1							1	1	1				1			4		8		128																																		10	32			weapon_bow_1																			0
skmagepois	661	1		1																																																	12	12			40		2		255	255	255	2	0	0	poisonNova	1024	30	16					3	1		1		1							1											1	1	1			1				4		8		128																pois																			32			monster_poisonbolt																			0
skmagecold	662	1		1																																																	14	14			40		2		255	255	255	2	0	1	Icebolt	1024	6	16					3	1		1		1							1											1	1	1			1				4		8		128																cold																			16			monster_icebolt_1				iceexplode															0
