Hireling	*SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Dmg-Min	Dmg-Max	Dmg/Lvl	ResistFire	ResistFire/Lvl	ResistCold	ResistCold/Lvl	ResistLightning	ResistLightning/Lvl	ResistPoison	ResistPoison/Lvl	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	HiringMaxLevelDifference	resurrectcostmultiplier	resurrectcostdivisor	resurrectcostmax	equivalentcharclass
Barbarian	2xAxes-Normal	100	36	560	5	1	28	515	patreond1	patreond33	2500	120	450	28	300	15	101	22	63	10	150	40	16	20	6	56	7	56	7	56	7	56	7	strhirespecial12	5	MercAura4	1	100	0	1	10	Ground Render	4	100	0	1	10	Landslide	4	100	0	1	10	Fan Out	4	100	0	1	10	Frenzy	4	100	0	1	10	Shout	4	100	0	1	10	1	1	1	5000	bar
Barbarian	2xAxes-Normal	100	36	560	5	1	58	515	patreond1	patreond33	2500	130	1020	50	775	25	158	22	101	10	750	48	39	43	8	109	7	109	7	109	7	109	7	strhirespecial12	5	MercAura4	1	100	0	1	10	Ground Render	4	100	0	1	10	Landslide	4	100	0	1	10	Fan Out	4	100	0	1	10	Frenzy	4	100	0	1	10	Shout	4	100	0	1	10	1	1	1	5000	bar
Barbarian	2xAxes-Normal	100	36	560	5	1	80	515	patreond1	patreond33	2500	140	1680	62	1332	35	200	22	129	10	1520	55	61	65	8	148	4	148	4	148	4	148	4	strhirespecial12	5	MercAura4	1	100	0	1	10	Ground Render	4	100	0	1	10	Landslide	4	100	0	1	10	Fan Out	4	100	0	1	10	Frenzy	4	100	0	1	10	Shout	4	100	0	1	10	1	1	1	5000	bar
Barbarian	2hs-Nightmare	100	26	561	5	2	58	515	patreond1	patreond33	2500	130	1020	50	775	25	158	22	101	10	750	50	39	43	8	109	7	109	7	109	7	109	7	strhirespecial11	5	MercAura4	1	1	0	1	10	Ground Render	5	1	0	8	10	Landslide	5	1	0	8	10	Life Tap	4	1	0	8	10	Berserk	4	1	0	8	10	Shout	5	1	0	8	10	1	1	1	5000	bar
Barbarian	2hs-Nightmare	100	26	561	5	2	80	515	patreond1	patreond33	2500	140	1680	62	1332	35	200	22	129	10	1520	55	61	65	8	148	4	148	4	148	4	148	4	strhirespecial11	5	MercAura4	1	1	0	4	10	Ground Render	5	1	0	8	10	Landslide	5	1	0	8	10	Life Tap	4	1	0	8	10	Berserk	4	1	0	8	10	Shout	5	1	0	8	10	1	1	1	5000	bar
Barbarian	2hs-Nightmare	100	27	561	5	2	58	515	patreond1	patreond33	2500	130	1020	50	775	25	158	22	101	10	750	50	39	43	8	109	7	109	7	109	7	109	7	strhirespecial11	5	MercAura4	1	1	0	4	10	Ground Render	5	1	0	8	10	Landslide	5	1	0	8	10	Life Tap	4	1	0	8	10	Berserk	4	1	0	8	10	Shout	5	1	0	8	10	1	1	1	5000	bar
Barbarian	2hs-Nightmare	100	27	561	5	2	80	515	patreond1	patreond33	2500	140	1680	62	1332	35	200	22	129	10	1520	55	61	65	8	148	4	148	4	148	4	148	4	strhirespecial11	5	MercAura4	1	1	0	4	10	Ground Render	5	1	0	8	10	Landslide	5	1	0	8	10	Life Tap	4	1	0	8	10	Berserk	4	1	0	8	10	Shout	5	1	0	8	10	1	1	1	5000	bar
Barbarian	2xAxes-Nightmare	100	37	560	5	2	58	515	patreond1	patreond33	2500	130	1020	50	775	25	158	22	101	10	750	48	39	43	8	109	7	109	7	109	7	109	7	strhirespecial12	5	MercAura4	1	100	0	4	10	Ground Render	4	100	0	8	10	Landslide	4	100	0	8	10	Fan Out	4	100	0	8	10	Frenzy	4	100	0	8	10	Shout	4	100	0	8	10	1	1	1	5000	bar
Barbarian	2xAxes-Nightmare	100	37	560	5	2	80	515	patreond1	patreond33	2500	140	1680	62	1332	35	200	22	129	10	1520	55	61	65	8	148	4	148	4	148	4	148	4	strhirespecial12	5	MercAura4	1	100	0	4	10	Ground Render	4	100	0	8	10	Landslide	4	100	0	8	10	Fan Out	4	100	0	8	10	Frenzy	4	100	0	8	10	Shout	4	100	0	8	10	1	1	1	5000	bar
Barbarian	2hs-Hell	100	28	561	5	3	80	515	patreond1	patreond33	2500	140	1680	66	1332	35	200	22	129	10	1520	55	61	65	8	148	4	148	4	148	4	148	4	strhirespecial11	5	MercAura4	1	1	0	8	10	Ground Render	5	1	0	16	10	Landslide	5	1	0	16	10	Life Tap	4	1	0	16	10	Berserk	4	1	0	16	10	Shout	5	1	0	16	10	1	1	1	5000	bar
Barbarian	2hs-Hell	100	29	561	5	3	80	515	patreond1	patreond33	2500	140	1680	66	1332	35	200	22	129	10	1520	55	61	65	8	148	4	148	4	148	4	148	4	strhirespecial11	5	MercAura4	1	1	0	8	10	Ground Render	5	1	0	16	10	Landslide	5	1	0	16	10	Life Tap	4	1	0	16	10	Berserk	4	1	0	16	10	Shout	5	1	0	16	10	1	1	1	5000	bar
Barbarian	2xAxes-Hell	100	38	560	5	3	80	515	patreond1	patreond33	2500	140	1680	66	1332	35	200	22	129	10	1520	55	61	65	8	148	4	148	4	148	4	148	4	strhirespecial12	5	MercAura4	1	100	0	8	10	Ground Render	4	100	0	16	10	Landslide	4	100	0	16	10	Fan Out	4	100	0	16	10	Frenzy	4	100	0	16	10	Shout	4	100	0	16	10	1	1	1	5000	bar
