skilldesc	SkillPage	SkillRow	SkillColumn	ListRow	IconCel	HireableIconCel	str name	str short	str long	str alt	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc2line5	dsc2texta5	dsc2textb5	dsc2calca5	dsc2calcb5	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	item proc text	item proc descline count	*eol
vengeance	1	3	2	1	40		skVengeance	sdVengeance	sdVengeance	skVengeance	11												1				36	StrSkill3		usmc	256	36	StrSkillColdLengthSingular	StrSkill13	edln	25	74	StrSkillColdDamagePercent		clc2		74	StrSkillLightningDamagePercent		clc3		74	StrSkillFireDamagePercent		clc1		74	StrSkill22		toht																											40	Sksyn	skVengeance	2		76	Firedplev	skHolyFire	par7		76	Colddplev	skHolyFreeze	par7		76	Ltngdplev	skHolyShock	par7		76	ElemDamp10res	StrSkillElemResists	1		40	MasteryBonus		7		18	StrMastVengeance						0
blessed hammer	1	2	3	1	32		skBlessedHammer	sdBlessedHammer	sdBlessedHammer	saBlessedHammer	12																36	StrSkill3		usmc	256	75	StrSkill39		enma	exma	75	StrSkill4		pnma	pxma																74	StrSkillDamageToDemon		25		74	StrSkillDamageToUndead		50																	40	Sksyn	skBlessedHammer	2		76	DMamplev	skJudgeNot	par8		76	DMamplev	skWithoutHesitation	par8		40	MasteryBonus		7		18	StrMastBlessedHammer																0
concentration	2	2	2	2	34		skConcentration	sdConcentration	sdConcentration	skConcentration																	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	74	eskillincasemasteryX		ast3		74	StrSkill76		ast2		74	StrSkillDamagePercent		ast1																																					40	MasteryBonusNS		7		18	StrMastConcentration																															0
holy freeze	2	2	1	2	36		skHolyFreeze	sdHolyFreeze	sdHolyFreeze	skHolyFreeze	5																36	StrSkillRadiusSingular	StrSkill18	rng*2	3	74	StrSkill77		-ast1		75	StrSkill6		enma	exma	75	StrSkillColdDamageToYourAttack		pst1	pst2											74	StrSkillColdSkillDamage		pst3		36	PulseLength		(100*((blvl==20)?38:75))/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25																40	Sksyn	skHolyFreeze	2		76	Colddplev	skVengeance	par8		76	Colddplev	skConsecratedGround	par7		40	MasteryBonus		7		18	StrMastHolyFreeze1				18	StrMastHolyFreeze2											0
without hesitation	3	1	1	1	22		skWithoutHesitation	sdWithoutHesitation	sdWithoutHesitation	saWithoutHesitation	7	clc1											2				36	StrSkill3		usmc	256	74	StrSkillDamagePercent		clc1		74	StrSkill22		toht																	36	StrCooldown		((blvl==20)?0:(100*25)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100)))	25																					40	Sksyn	skWithoutHesitation	2		76	Damplev	skFaithfulFollower	par8		76	Damplev	skShieldGlare	par7		76	Damplev	skBlessedHammer	par7		40	MasteryBonus		7		18	StrMastNoCDR								0			0
shield glare	1	3	1	1	30		skShieldGlare	sdShieldGlare	sdShieldGlare	skShieldGlare																	36	StrSkillDurationSingular	StrSkill20	clc4	25	74	StrSkillDamageResist		ast1		74	StrSkillBlockChance		ast3																	36	StrCooldown		(100*100)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25																					40	MasteryBonusNS		7		18	StrMastShieldGlare																															0
holy shield	1	2	1	1	42		skHolyShield	sdHolyShield	sdHolyShield	skHolyShield																	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkill110		ast1		74	StrSkill21		ast2		74	StrSkillSmiteDamage		pnma												36	StrSkill3		usmc	256	36	StrCooldown		(100*500)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25																40	Sksyn	skHolyShield	2		76	Defplev	skVengeance	par8		76	BlockChplev	skThorns	1		40	MasteryBonus		7		18	StrMastHolyShield																0
holy shock	2	3	1	2	44		skHolyShock	sdHolyShock	sdHolyShock	skHolyShock	5																36	StrSkillRadiusSingular	StrSkill18	rng*2	3	75	StrSkill7		enma	exma	75	strEskilllighttoattack		pst1	pst2																36	PulseLength		(100*((blvl==20)?25:50))/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25																					40	Sksyn	skHolyShock	2		76	Ltngdplev	skVengeance	par8		76	Ltngdplev	skPassFavour	par7		40	MasteryBonus		7		18	StrMastHolyShock1				18	StrMastHolyShock2											0
faithful follower	3	2	1	2	46		skFaithfulFollower	sdFaithfulFollower	sdFaithfulFollower	saFaithfulFollower																	36	StrSkill3		usmc	256	74	StrSkill54		pst1		74	StrSkillAttackRating		ast1		13	StrSkill42		(lvl-1)*par1		74	StrSkillMoveAndAttackRate		ast4		74	StrSkillDefense		ast5																											40	MasteryBonusNS		7		18	StrMastFaithfulFollower																															0
focused percision	3	1	2	3	16		skFocusedPercision	sdFocusedPercision	sdFocusedPercision	saFocusedPercision																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkill22		toht		74	StrSkill106		ast2		74	StrSkillDamagePercent		ast3							36	StrCooldown		(100*(ln12+150))/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25																					40	MasteryBonusNS		7		18	StrMastFocusedPercision1				18	StrMastFocusedPercision2																										0
fist of the heavens	1	3	3	1	50		skFistOfTheHeavens	sdFistOfTheHeavens	sdFistOfTheHeavens	saFistOfTheHeavens	5													fistoftheheavensboltx			36	StrSkill3		usmc	256	75	StrSkill91		m1en	m1ex	75	StrSkill39		enma	exma																74	WeapDamsk		50		36	StrCooldown		(stat('Celestial_Aid'.accr)>=1)?0:((100*20)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100)))	25																40	Sksyn	skFistOfTheHeavens	2		76	Hbdplev	skHolyBolt	15		76	Magdplev	skJudgeNot	par8		76	Magdplev	skActiveHS	4		40	MasteryBonus		7		18	StrMastFistoftheHeavens											0
fanaticism	2	3	2	2	52		skFanaticism	sdFanaticism	sdFanaticism	skFanaticism																	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	74	StrSkill106		ast1		74	StrSkill22		ast2		74	StrSkillDamagePercent		ast3		74	StrSkill76		pst1																																40	MasteryBonusNS		7		18	StrMastFanaticism																															0
conviction	2	4	1	2	56		skConviction	sdConviction	sdConviction	skConviction																	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	75	StrSkillReduceAllResImmunity		ast2	ast2/5	75	StrSkillReduceMagResImmunity		ast6	ast6/5	74	StrSkill21E		ast1		74	StrSkillIASandFCR		pst1		74	StrSkillFHR		pst3																											40	MasteryBonusNS		7		18	StrMastConviction																															0
pass favour	3	4	1	3	54		skPassFavour	sdPassFavour	sdPassFavour	skPassFavour																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	75	StrSkill5		ast1	ast2	75	StrSkill6		ast3	ast4	75	StrSkill7		ast5	ast6	36	PassFavourConversion		lvl*25	10	36	StrCooldown		(100*150)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25																					40	MasteryBonusNS		7		18	StrMastPassFavour																															0
salvation	3	3	1	3	58		skSalvation	sdSalvation	sdSalvation	skSalvation																	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	74	StrSkill54		ast1		74	StrPoisonLenReduction		ast5																																										40	MasteryBonusNS		7		18	StrMastSalvation																															0
bash	1	1	1	1	0		skBash	sdBash	sdBash	skBash	7	clc1											1				36	StrSkill3		usmc	256	36	StrSkillStunLengthSingular	StrSkill48	edln	25	74	StrSkill22		toht		74	StrSkillDamagePercent		clc1		74	StrSkill106		clc3																																40	Sksyn	skBash	2		76	Damplev	skFrenzy	par8		76	AttRateplev	skConcentrate	par7		40	MasteryBonus		7		18	StrMastBash																0
master at arms	1	4	1	0	2		skMasterAtArms	sdMasterAtArms	sdMasterAtArms	skMasterAtArms																	74	eskillincasemasteryX		macr		74	StrSkillDamagePercent		madm		74	StrSkill22		math		74	StrSkill76		pst4																																					40	MasteryBonusNS		7		18	StrMastMasteratArms																															0
rend	1	2	1	1	4		skRend	sdRend	sdRend	skRend	7	clc1	clc2														74	StrSkillDamagePercent		clc1		74	StrSkillReducePhysicalResImmunity		ast1		74	StrSkillLifeDrain		-ast2		74	StrSkillDamageFlat		clc2		36	StrSkillDurationSingular	StrSkill20	len	25						74	WeapDamsk		50		36	StrCooldown		(100*ln12)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25																40	MasteryBonusNS		7		18	StrMastRend																															0
fan out	3	2	3	2	6	21	skFanOut	sdFanOut	sdFanOut	skFanOut	21	clc4											3	fanaxe			36	StrSkill3		usmc	256	74	StrNumAxes		clc1		75	StrSkill5		edmn	edmx	36	StrSkillRangeSingular	StrSkill56	m1rn*2	3											74	WeapDamsk		100		74	StrSkillDamagePercent		clc4																	40	Sksyn	skFanOut	2		76	AttRateplev	skNaturalResistance	par7		76	Firedplev	skExoskeleton	par8		76	Firedplev	skCombatEfficiency	par8		76	Firedplev	skBattleTested	par8		40	MasteryBonus		7		18	StrMastFanOut						0
razor sharp	3	1	3	2	8		skRazorSharp	sdRazorSharp	sdRazorSharp	skRazorSharp	17	clc1	clc2										3				36	StrSkill3		usmc	256	74	StrSkillDamagePercent		ast3		74	StrSkill22		toht		74	StrSkillOpenWoundsCalc		clc2		74	StrSkillOpenWounds		ast1							74	StrSkillPierce		ast2																						40	Sksyn	skRazorSharp	2		76	AttRateplev	skGrimWard	par7		76	Damplev	skNaturalResistance	par8		76	Firedplev	skFanOut	par8		76	Firedplev	skExoskeleton	par8		40	MasteryBonus		7		18	StrMastRazorSharp						0
incinerating bombardment	3	3	3	2	10		skInciniBomb	sdInciniBomb	sdInciniBomb	saInciniBomb	6												3	incinifire			36	StrSkill3		usmc	256	36	StrSkillFireDurationSingular	StrSkill82	miss('incinifire'.rang)	25	75	StrSkillFireDamageAveragePerSecond		m1eo*25*3*(mael+100)/100/256	m1ey*25*3*(mael+100)/100/256	75	StrSkill83		enma	exma	74	StrSkill22		toht																																40	Sksyn	skInciniBomb	2		76	AFDImm	skFanOut	5		76	AttRateplev	skGrimWard	par7		76	Firedplev	skNaturalResistance	par8		76	Firedplev	skCombatEfficiency	par8		40	MasteryBonus		7		18	StrMastIncineratingBombardment						0
leap attack	1	3	1	3	12		skLeapAttack	sdLeapAttack	sdLeapAttack	skLeapAttack	17	clc1											2				74	StrSkillDamagePercent		clc1		74	StrSkill22		toht		75	StrSkill39		enma	exma	36	StrSkillRadiusSingular	StrSkill18	15	3	74	Convphy2elemalt		clc4							36	StrSkill3		usmc	256	36	StrCooldown		(100*150)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25																40	Sksyn	skLeapAttack	2		76	Magdplev	skBerserk	par8		40	MasteryBonus		7		18	StrMastHeroicLeap																					0
madawc's conscience	3	2	1	3	14		skMadawc	sdMadawc	sdMadawc	saMadawc																	36	StrSkill3		usmc	256	74	StrSkill22		ast5		74	StrSkillPierce		ast4		74	StrSkill106		ast2		74	StrSkillDamagePercent		ast1		74	StrSkill100		ast3		36	StrSkillDurationSingular	StrSkill20	len	25	36	StrCooldown		(100*25)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25																40	MasteryBonusNS	skMadawc	7		18	StrMastMadawcsConscience1				18	StrMastMadawcsConscience2																										0
homing harpoon	3	2	2	2	16		skHomingHarpoon	sdHomingHarpoon	sdHomingHarpoon	skHomingHarpoon	17	clc1											3				36	StrSkill3		usmc	256	36	StrSkillColdLengthSingular	StrSkill20	50	25	75	StrSkill6		enma	exma	74	StrSkillDamagePercent		clc1												74	WeapDamsk		100		74	StrSkillPiercingChance		ast1																	40	Sksyn	skHomingHarpoon	2		76	Damplev	skGrimWard	par8		76	Damplev	skBattleBrother	par8		76	Colddplev	skWarStance	par7		76	Colddplev	skIcyTrail	par7		40	MasteryBonus		7		18	StrMastHomingHarpoon						0
throwing mastery	3	4	1	0	18		skThrowingMastery	sdThrowingMastery	sdThrowingMastery	skThrowingMastery																	74	StrSkillNoConsumeChance		"min(lvl*10,100)"		74	StrSkillPiercingChance		mapi		74	StrSkillDamagePercent		madm		74	StrSkill22		math		74	StrSkill106		(blvl==20)?20:0																																40	MasteryBonusNS		7		18	StrMastThrowingMastery																															0
arreat's wind	3	3	2	2	20		skArreatsWind	sdArreatsWind	sdArreatsWind	skArreatsWind	5												3	windjav			36	StrSkill3		usmc	256	36	StrSkillColdLengthSingular	StrSkill13	edln	25	75	StrSkill6		enma	exma																74	WeapDamsk		50		36	StrCooldown		((blvl==20)?0:(100*60)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100)))	25																40	Sksyn	skArreatsWind	2		76	Colddplev	skHomingHarpoon	par8		76	Colddplev	skWarStance	par8		75	StrSkillExtraMissileL		1	3	40	MasteryBonus		7		18	StrMastNoCDR											0
ground render	1	1	3	1	22	19	skGroundRender	sdGroundRender	sdGroundRender	skGroundRender	17	clc1	clc2										1	rendertrail	renderfire		75	StrSkillTrailFireDamage		((m2en*(100+((skill('Natural Resistance'.blvl)+skill('Battle Cry'.blvl))*6))/100)*(100+(stat('ex_missiles'.accr)*2))/100)	((m2ex*(100+((skill('Natural Resistance'.blvl)+skill('Battle Cry'.blvl))*6))/100)*(100+(stat('ex_missiles'.accr)*2))/100)	75	StrSkillTrailPhysicalDamage		((m1en*(100+((skill('Natural Resistance'.blvl)+skill('Battle Cry'.blvl))*6))/100)*(100+(stat('ex_attacks'.accr)*4))/100)	((m1ex*(100+((skill('Natural Resistance'.blvl)+skill('Battle Cry'.blvl))*6))/100)*(100+(stat('ex_attacks'.accr)*4))/100)																					36	StrSkill3		usmc	256	74	WeapDamsk		100		74	StrSkillFireTrail		clc1												40	Sksyn	skGroundRender	2		76	FirePhysdplev	skBattleCry	par8		76	FirePhysdplev	skNaturalResistance	par8		75	StrSkillExtraMissileL		1	3	40	MasteryBonus		7		18	StrMastGroundRender											0
shout	2	1	3	3	24	24	skShout	sdShout	sdShout	skShout																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25																					74	StrSkill21		ast1		74	StrSkillDamageResist		ast2		74	StrSkillOnlyBasePts		10-blvl												40	Sksyn	skShout	2		76	Secplev2	skWarStance	par8/25		76	Secplev2	skMountainStorm	par8/25		40	MasteryBonus		7		18	StrMastShout																0
icy trail	3	1	2	2	26		skIcyTrail	sdIcyTrail	sdIcyTrail	skIcyTrail	22												2				36	StrSkill3		usmc	256	36	StrSkillColdLengthSingular	StrSkill20	len	25	75	StrSkill6		enma	exma	74	StrSkill22		toht		74	StrSkillReduceColdResImmunity		ast2							36	StrSkillTrailChillLength		edln	25	74	StrSkill77		"-ast1"		74	WeapDamsk		100												40	Sksyn	skIcyTrail	2		18	SynStrIcyTrail				76	Colddplev	skHomingHarpoon	par8		76	Colddplev	skCombatEfficiency	par8		76	Colddplev	skArreatsWind	par8		40	MasteryBonus		7		18	StrMastIcyTrail						0
double throw	3	1	1	2	28		skDoubleThrow	sdDoubleThrow	sdDoubleThrow	skDoubleThrow	13												2				74	StrSkill22		toht		74	StrSkillDamagePercent		clc1																						74	StrSkillMovementSpeed		ast1																						40	Sksyn	skDoubleThrow	2		76	Damplev	skGrimWard	par8		40	MasteryBonus		7		18	StrMastDoubleThrow																					0
combat efficiency	2	1	1	0	30		skCombatEfficiency	sdCombatEfficiency	sdCombatEfficiency	skCombatEfficiency																	74	StrSkill89		pst1		74	StrSkill106		(blvl==0)?1:pst2																																															40	MasteryBonusNS	skCombatEfficiency	1		18	StrMastCombatEfficiency																															0
focus	2	2	2	3	32		skFocus	sdFocus	sdFocus	skFocus																	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkillDeadlyStrike		ast1		74	StrSkill22		ast1*5		74	StrSkillDamagePercent		"-min(lvl*5/((blvl==10)?2:1),30)"		74	StrSkill21		"-min(lvl*((blvl==10)?1:2),25)"																																40	GrantsBonus	skFocus	2		40	skConcentrate		3		40	skFrenzy		3		40	skBerserk		3		40	MasteryBonus		7		18	StrMastFocusRage											0
battle tested	2	3	2	3	34		skBattleTested	sdBattleTested	sdBattleTested	skBattleTested																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	74	ModStr3m		ast3		74	StrSkillSlowTarget		ast4		74	StrSynManaGHplev		ast1		74	StrSynLifeGHplev		ast2		74	ModStr2h		(blvl==0)?1:ast5																						40	MasteryBonusNS		7		18	StrSkillBattleTestedMax1				18	StrSkillBattleTestedMax2				18	StrSkillBattleTestedMax3																					0
concentrate	1	2	2	1	36		skConcentrate	ssConcentrate	sdConcentrate	skConcentrate	7	clc1											1				36	StrSkill3		usmc	256	74	StrSkillMagicDamagePercent		clc4		74	StrSkill21		ast1		74	StrSkillFlatThorns		ast2		74	StrSkillDamagePercent		clc1		74	StrSkill22		toht		74	StrSkill106		clc3		74	StrSkill21		"-(min(stat('skill_focus'.accr)*((skill('Focus'.blvl)==10)?1:2),25))"		74	StrSkillDamageResist		ast4		74	StrSkillDeadlyStrike		ast3		74	StrSkillFlatThorns		stat('skill_rage'.accr)*((blvl==20)?2:1)		40	Sksyn	skConcentrate	2		76	Damplev	skBash	par8		76	Damplev	skWarStance	par7		76	Convphy2magplev2	skBerserk	1		40	MasteryBonus		7		18	StrMastConcFrenzyBerserk											0
exoskeleton	2	2	1	0	38		skExoskeleton	sdExoskeleton	sdExoskeleton	skExoskeleton																	74	StrSkillDamageResist		pst3		74	StrSkillFlatThorns		(blvl==0)?3:pst2		74	StrSkill21		(blvl==0)?25:pst1																																										40	OnlyBLvl	skExoskeleton	8		74	StrSynDefenceplev		par2		74	StrSynThornsplev		par4		40	MasteryBonus		7		18	StrMastExoskeleton																0
battle cry	2	3	3	3	40		skBattleCry	sdBattleCry	sdBattleCry	skBattleCry																	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkillReducePhysicalRes		ast3		74	StrSkill38		ast2		74	StrSkill25		ast1												36	StrSkill3		usmc	256																					40	MasteryBonusNS		7		18	StrMastBattleCry																															0
frenzy	1	1	2	1	42	22	skFrenzy	ssFrenzy	sdFrenzy	skFrenzy	19	clc1											2				36	StrSkill3		usmc*2	256	74	StrSkillMagicDamagePercent		clc4		75	StrSkillRunWalkRange		(15*(par4-par3)/100+par3)-stat('skill_rage'.accr)	ast1	75	StrSkillAttackSpeedRange		15*(par6-par5)/100+par5	dm56	74	StrSkillDamagePercent		clc1		74	StrSkill22		toht		74	StrSkill89		"-(min(stat('skill_rage'.accr)*((skill('Rage'.blvl)==10)?1:2),25))"		74	StrSkill21		ast3		74	StrSkillDamageResist		ast5		74	StrSkillDeadlyStrike		ast4		74	StrSkillFlatThorns		stat('skill_rage'.accr)*((blvl==20)?2:1)		40	Sksyn	skFrenzy	2		76	Damplev	skGroundRender	par8		76	Damplev	skNaturalResistance	par8		76	Convphy2magplev2	skBerserk	1		40	MasteryBonus		7		18	StrMastConcFrenzyBerserk											0
rage	2	1	2	3	44		skRage	sdRage	sdRage	skRage																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkillDamagePercent		ast1*5		74	StrSkillFlatThorns		ast2		74	StrSkillDamageResist		"-min(lvl*((blvl==10)?1:2),25)"		74	StrSkillMovementSpeed		"-min(lvl*((blvl==10)?1:2),25)"																											40	GrantsBonus	skRage	2		40	skConcentrate		3		40	skFrenzy		3		40	skBerserk		3		40	MasteryBonus		7		18	StrMastFocusRage											0
war stance	2	2	3	3	46		skWarStance	sdWarStance	sdWarStance	skWarStance																	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkillAllSkills		ast3		74	StrSkill101		ast2		74	StrSkill100		ast1												36	StrSkill3		usmc	256																					40	Sksyn	skWarStance	2		76	Secplev2	skShout	par8/25		76	Secplev2	skMountainStorm	par8/25		40	MasteryBonus				18	StrMastWarStance																0
grim ward	3	3	1	3	48		skGrimWard	sdGrimWard	sdGrimWard	skGrimWard																	36	StrSkill3		usmc	256	74	StrSkillSlowTarget		"-ast3"																						36	StrSkillFleeDistance		clc2*2	3	36	StrSkillDurationSingular	StrSkill20	clc1	25																40	MasteryBonusNS		7		18	StrMastGrimWard																															0
whirlwind	1	3	3	1	50		skWhirlwind	sdWhirlwind	sdWhirlwind	skWhirlwind	1	clc1											1				36	StrSkill3		usmc	256	74	StrSkill22		toht		74	StrSkillDamagePercent		clc1																																										40	Sksyn	skWhirlwind	2		76	Damplev	skWarStance	par8		76	Damplev	skBattleTested	par8		40	MasteryBonus		7		18	StrMastWhirlwind																0
berserk	1	3	2	1	52	23	skBerserk	sdBerserk	sdBerserk	skBerserk	7	clc1											2				36	StrSkillDurationSingular	StrSkill20	"par4-min(((110*lvl)/(lvl+6)*(par4-par3)/100),(par4-par3))"	25	74	StrSkill21		ast2		74	StrSkillDamageResist		ast1		74	StrSkillMagicDamagePercent		clc1		74	StrSkill22		toht							74	StrSkillFHR		ast5		74	StrSkillDeadlyStrike		ast3		74	StrSkillFlatThorns		ast4												40	Sksyn	skBerserk	2		76	Magdplev	skWhirlwind	par8		76	Magdplev	skExoskeleton	par8		76	Magdplev	skBattleCry	par8		40	MasteryBonus		7		18	StrMastConcFrenzyBerserk											0
natural resistance	2	3	1	3	54		skNaturalResistance	sdNaturalResistance	sdNaturalResistance	saNaturalResistance																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25																					74	StrSkillBonusMagRes		ast5		74	StrSkill54		ast1		74	StrSkillOnlyBasePts														40	Sksyn	skNaturalResistance	2		76	Secplev2	skShout	par8/25		76	Secplev2	skWarStance	par8/25		40	MasteryBonus		7		18	StrMastNaturalResistance																0
battle brother	2	4	1	3	56		skBattleBrother	sdBattleBrother	sdBattleBrother	skBattleBrother																	36	StrSkill3		usmc	256	74	StrSkill54		pst1		74	StrSkillBaseAttackRating		ast1		13	StrSkill42		(lvl<2)?0:clc1		74	StrSkillMoveAndAttackRate		ast4		74	StrSkillBaseDefense		ast5		75	StrSkillBaseDamage		pnma*(100+(lvl*25))/100	pxma*(100+(lvl*25))/100	36	StrCooldown		(100*150)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25																40	MasteryBonusNS		7		18	StrMastBattleBrother																															0
mountain storm	1	2	3	3	58		skMountainStorm	sdMountainStorm	sdMountainStorm	skMountainStorm	1	clc1											2				36	StrSkill3		usmc	256	36	StrSkillColdLengthSingular	StrSkill13	ast5	25	75	StrSkill6		ast3	ast4	75	StrSkill5		ast1	ast2	74	StrSkillDamagePercent		clc1		74	StrSkill22		toht		36	StrSkillDurationSingular	StrSkill20	len	25	74	WeapDamsk		100																	40	MasteryBonusNS		7		18	StrMastMountainStorm																															0
scroll of identify	0	0	0	4	14		skillname217	skillld217	skillld217	skillan217																	56	scrollbooktext																																																																																											0
book of identify	0	0	0	4	14		skillname218	skillld218	skillld218	skillan218																	56	scrollbooktext																																																																																											0
scroll of townportal	0	0	0	4	18		skillname219	skillld219	skillld219	skillan219																	56	scrollbooktext																																																																																											0
book of townportal	0	0	0	4	18		skillname220	skillld220	skillld220	skillan220																	56	scrollbooktext																																																																																											0
murder calling	1	1	1	3	0		skMurderCalling	sdMurderCalling	sdMurderCalling	skMurderCalling																	75	StrSkill4		pnma	pxma																										36	Eskillincaseraven		usmc	256	74	StrSkill11		clc3		74	ESkillHawk		pets												40	Sksyn	skMurderCalling	2		76	Damplev	skShrubSoldier	par8		76	Damplev	skThickeningFog	par8		75	StrSkillExtraSummon		1	2	75	StrSkillExtraSummonCLVL		19		40	MasteryBonus		7		18	StrMastMurderCalling						0
poison creeper	1	2	1	3	2		skPoisonCreeper	sdPoisonCreeper	sdPoisonCreeper	skPoisonCreeper																	36	StrSkillPoisonLengthSingular	StrSkill63	edln	25	75	StrSkill8		enms*edln/256	exms*edln/256	13	StrSkill42		clc1																	36	StrSkill3		usmc	256	74	StrVines		pets																	40	Sksyn	skPoisonCreeper	2		76	Poisdplev	skMyceliumRecyclers	par8		76	Poisdplev	skRootCause	par8		75	StrSkillExtraSummon		1	5	40	MasteryBonus		7		18	StrMastPoisonCreeper											0
werewolf	2	1	1	2	20		skWerewolf	sdWerewolf	sdWerewolf	skWerewolf																	74	StrSkill106		ast2		74	StrSkill22		ast3		74	StrSkillReplenishLife		ast4		74	StrSkillMovementSpeed		ast1		74	ModitemdamFiresk		ast5		74	StrSkill100		ast6		36	StrSkillHour	StrSkillHour	len	(25*60*60)																					40	MasteryBonusNS		7		18	StrMastWerewolf																															0
roar	3	2	1	1	52		skRoar	sdRoar	sdRoar	skRoar																	74	StrSkill25		ast1		74	StrSkillMovementSpeed		ast2		74	StrSkill106		ast3		36	StrSkillDurationSingular	StrSkill20	len	25																																				40	MasteryBonusNS		7		18	StrMastRoar																															0
thunder storm	1	3	3	3	32		skThunderStorm	sdThunderStorm	sdThunderStorm	skThunderStorm	5																36	StrSkillDurationSingular	StrSkill20	len	25	75	StrSkill7		enma	exma																					36	StrSkill3		usmc	256	36	StrSkillStrikeFreq		(stat('Celestial_Aid'.accr)>=1)?3:((100*((blvl==20)?20:40))/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100)))	25																40	Sksyn	skThunderStorm	2		76	Ltngdplev	skThickeningFog	par8		76	Ltngdplev	skLandslide	par8		76	Ltngdplev	skRootCause	par8		40	MasteryBonus		7		18	StrMastThunderStorm											0
ingrain	1	2	2	3	46		skIngrain	sdIngrain	sdIngrain	skIngrain																	36	StrSkill34		usmc	256	74	StrSkillMovementSpeed		ast2		74	StrSkillFHR		ast3		74	StrSkillHealFlat		ast1/256												74	StrSkillDefense		ast4																						40	MasteryBonusNS		7		18	StrMastIngrain																															0
howl	2	2	1	2	6		skHowl	sdHowl	sdHowl	skHowl																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	ln56	25	36	StrSkill58		ln34*2	3																36	StrCooldown		(100*200)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25																					40	MasteryBonusNS		7		18	StrMastHowl																															0
