name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	normcode	ubercode	ultracode	auto prefix	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
Blood Contract	0	100	0	0	0			1	1	0	1	1		a07	a07	a00	a07	a07	a07		16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	a07d			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Blood Contract	0	100	0	0	0			1	1	0	1	1		a08	a08	a00	a08	a08	a08		16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	a08d			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Blood Contract	0	100	0	0	0			1	1	0	1	1		a09	a09	a00	a09	a09	a09		16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	a09d			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 1	0	100	95	1	75			8	1	0	1	1	33	a10	a10	a10	a10	a10	a10		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd1			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 2	0	100	95	1	75			8	1	0	1	1	33	a11	a10	a10	a11	a11	a11		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd2			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 3	0	100	95	1	75			8	1	0	1	1	33	a12	a10	a10	a12	a12	a12		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd3			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 4	0	100	95	1	75			8	1	0	1	1	33	a13	a10	a10	a13	a13	a13		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd4			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 5	0	100	95	1	75			8	1	0	1	1	33	a14	a10	a10	a14	a14	a14		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd5			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 6	0	100	95	1	75			8	1	0	1	1	33	a15	a10	a10	a15	a15	a15		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd6			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 7	0	100	95	1	75			8	1	0	1	1	33	a16	a10	a10	a16	a16	a16		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd7			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 8	0	100	95	1	75			8	1	0	1	1	33	a17	a11	a11	a17	a17	a17		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd8			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 9	0	100	95	1	75			8	1	0	1	1	33	a18	a11	a11	a18	a18	a18		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd9			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 10	0	100	95	1	75			8	1	0	1	1	33	a19	a11	a11	a19	a19	a19		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd10			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 11	0	100	95	1	75			8	1	0	1	1	33	a20	a11	a11	a20	a20	a20		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd11			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 12	0	100	95	1	75			8	1	0	1	1	33	a21	a11	a11	a21	a21	a21		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd12			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 13	0	100	95	1	75			8	1	0	1	1	33	a22	a11	a11	a22	a22	a22		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd13			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 14	0	100	95	1	75			8	1	0	1	1	33	a23	a11	a11	a23	a23	a23		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd14			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 15	0	100	95	1	75			8	1	0	1	1	33	a24	a12	a12	a24	a24	a24		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd15			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 16	0	100	95	1	75			8	1	0	1	1	33	a25	a12	a12	a25	a25	a25		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd16			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 17	0	100	95	1	75			8	1	0	1	1	33	a26	a12	a12	a26	a26	a26		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd17			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 18	0	100	95	1	75			8	1	0	1	1	33	a27	a12	a12	a27	a27	a27		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd18			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 19	0	100	95	1	75			8	1	0	1	1	33	a28	a12	a12	a28	a28	a28		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd19			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 20	0	100	95	1	75			8	1	0	1	1	33	a29	a12	a12	a29	a29	a29		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd20			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 21	0	100	95	1	75			8	1	0	1	1	33	a30	a12	a12	a30	a30	a30		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd21			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 22	0	100	95	1	75			8	1	0	1	1	33	a31	a13	a13	a31	a31	a31		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd22			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 23	0	100	95	1	75			8	1	0	1	1	33	a32	a13	a13	a32	a32	a32		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd23			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 24	0	100	95	1	75			8	1	0	1	1	33	a33	a13	a13	a33	a33	a33		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd24			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 25	0	100	95	1	75			8	1	0	1	1	33	a34	a13	a13	a34	a34	a34		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd25			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 26	0	100	95	1	75			8	1	0	1	1	33	a35	a13	a13	a35	a35	a35		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd26			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 27	0	100	95	1	75			8	1	0	1	1	33	a36	a13	a13	a36	a36	a36		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd27			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 28	0	100	95	1	75			8	1	0	1	1	33	a37	a13	a13	a37	a37	a37		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd28			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 29	0	100	95	1	75			8	1	0	1	1	33	a38	a14	a14	a38	a38	a38		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd29			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 30	0	100	95	1	75			8	1	0	1	1	33	a39	a14	a14	a39	a39	a39		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd30			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 31	0	100	95	1	75			8	1	0	1	1	33	a40	a14	a14	a40	a40	a40		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd31			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 32	0	100	95	1	75			8	1	0	1	1	33	a41	a14	a14	a41	a41	a41		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd32			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 33	0	100	95	1	75			8	1	0	1	1	33	a42	a14	a14	a42	a42	a42		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd33			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 34	0	100	95	1	75			8	1	0	1	1	33	a43	a14	a14	a43	a43	a43		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd34			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 35	0	100	95	1	75			8	1	0	1	1	33	a44	a14	a14	a44	a44	a44		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd35			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 36	0	100	95	1	75			8	1	0	1	1	33	a45	a15	a15	a45	a45	a45		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd36			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 37	0	100	95	1	75			8	1	0	1	1	33	a46	a15	a15	a46	a46	a46		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd37			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 38	0	100	95	1	75			8	1	0	1	1	33	a47	a15	a15	a47	a47	a47		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd38			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 39	0	100	95	1	75			8	1	0	1	1	33	a48	a15	a15	a48	a48	a48		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd39			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 40	0	100	95	1	75			8	1	0	1	1	33	a49	a15	a15	a49	a49	a49		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd40			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 41	0	100	95	1	75			8	1	0	1	1	33	a50	a15	a15	a50	a50	a50		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd41			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 42	0	100	95	1	75			8	1	0	1	1	33	a51	a15	a15	a51	a51	a51		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd42			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 43	0	100	95	1	75			8	1	0	1	1	33	a52	a16	a16	a52	a52	a52		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd43			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 44	0	100	95	1	75			8	1	0	1	1	33	a53	a16	a16	a53	a53	a53		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd44			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 45	0	100	95	1	75			8	1	0	1	1	33	a54	a16	a16	a54	a54	a54		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd45			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 46	0	100	95	1	75			8	1	0	1	1	33	a55	a16	a16	a55	a55	a55		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd46			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 47	0	100	95	1	75			8	1	0	1	1	33	a56	a16	a16	a56	a56	a56		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd47			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 48	0	100	95	1	75			8	1	0	1	1	33	a57	a16	a16	a57	a57	a57		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd48			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm 49	0	100	95	1	75			8	1	0	1	1	33	a58	a16	a16	a58	a58	a58		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd49			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm C1	0	100	95	1	75			8	1	0	1	1	33	a59	a59	cm2	a59	a59	a59		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	mcha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd50			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm C2	0	100	95	1	75			8	1	0	1	1	33	a60	a60	cm2	a60	a60	a60		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	mcha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd51			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm C3	0	100	95	1	75			8	1	0	1	1	33	a61	a61	cm2	a61	a61	a61		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	mcha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd52			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm C4	0	100	95	1	75			8	1	0	1	1	33	a62	a62	cm2	a62	a62	a62		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	mcha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd53			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm C5	0	100	95	1	75			8	1	0	1	1	33	a63	a63	cm2	a63	a63	a63		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	mcha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd54			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm C6	0	100	95	1	75			8	1	0	1	1	33	a64	a64	cm2	a64	a64	a64		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	mcha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd55			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm C7	0	100	95	1	75			8	1	0	1	1	33	a65	a65	cm2	a65	a65	a65		5	1	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	mcha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	tcd56			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Trial Charm Mega	0	100	95	1	75			8	1	0	1	1	33	a66	a66	a66	a66	a66	a66		5	10	2	0	0	0	flpchm2	invwnd	D2R_Jank	0	xxx			0	mcha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	megacharmDesc			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Blood Contract	0	100	0	0	0			1	1	0	1	1		a67	a67	a00	a67	a67	a67		16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	a67d			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Blood Contract	0	100	0	0	0			1	1	0	1	1		a68	a68	a00	a68	a68	a68		16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	a68d			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Blood Contract	0	100	0	0	0			1	1	0	1	1		a69	a69	a00	a69	a69	a69		16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	a69d			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Blood Contract	0	100	0	0	0			1	1	0	1	1		a70	a70	a00	a70	a70	a70		16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	BLDC		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	a70d			7	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
