Name	*StringName	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	*IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl	MonLvl(N)	MonLvl(H)	MonLvlEx	MonLvlEx(N)	MonLvlEx(H)	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	LevelEntry	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	LevelGroup
Act 2 - Tomb Tal 6	Tal Rasha's Tomb	71	1	1	13	13	53	200	200	200	200	200	200	4500	2500	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	49	80	3800	3800	3400	3	5	3	7	8	10	1	0	3	wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2																				wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2																			wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2																			rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	EnteringTalRasha'sTomb	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	Act 2 - Tal Rasha's Tomb
Act 2 - Tomb Tal 7	Tal Rasha's Tomb	72	1	1	13	13	54	200	200	200	200	200	200	4500	2800	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	49	80	3800	3800	3400	3	5	3	7	8	10	1	0	3	wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2																				wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2																			wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2																			rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	EnteringTalRasha'sTomb	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	Act 2 - Tal Rasha's Tomb
Act 2 - Duriel's Lair	Duriel's Lair	73	1	1	13	13	55	32	47	32	47	32	47	4500	3100	0	2	0	0	1	1	1	1	0	1	2	17	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	1	1	0	2025	17	42	67	17	49	80	3800	3800	3400	2	4	3	7	8	10	1	0	3	wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2																				wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2																			wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2																			rat	bat	scorpion	larva	30	30	20	100					0	21	255	Duriel's Lair	To Duriel's Lair	EnteringDuriel'sLair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Act 2 - Duriel's Lair
Act 2 - Arcane	Arcane Sanctuary	74	1	1	11	11	56	200	200	200	200	200	200	5000	1000	0	1	0	0	1	1	1	1	0	1	1	19	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	255	1	1	1	11	3800	14	39	64	14	48	79	1550	1980	2500	3	4	6	8	9	13	1	0	3	wraith3	goatman4	vampire1																								wraith3	goatman4	vampire1																							wraith3	goatman4	vampire1																																			0	22	15	Arcane Sanctuary	To The Arcane Sanctuary	EnteringTheArcaneSanctuary	53	75	0	0	0	0	0	0	75	75	0	0	0	0	0	0	Act 2 - Arcane Sanctuary
Act 3 - Town	Kurast Docktown	75	2	2			57	64	48	64	48	64	48	1000	1000	0	1	1	1	0	0	1	1	0	0	2	20	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	0	0	2025	0	25	50				0	0	0							0	0																																																																																										0	23	17	Kurast Docktown	To The Kurast Docktown	EnteringTheKurastDocktown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Act 3 - Town
Act 3 - Jungle 1	Spider Forest	76	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	84	85	0	0	0	0	0	0	51	51	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	21	46	71	21	49	79	1300	1300	1300	2	3	5	7	11	16	1	5	3	baboon3	mosquito1	thornhulk1	fetish2	fetishblow2	foulcrow4																					baboon3	mosquito1	thornhulk1	fetish2	fetishblow2	foulcrow4																				baboon3	mosquito1	thornhulk1	fetish2	fetishblow2	foulcrow4																				snake	parrot			30	30							0	24	18	Spider Forest	To The Spider Forest	EnteringTheSpiderForest	31	43	40	52	69	0	0	0	50	15	45	35	30	0	0	0	Act 3 - Spider Forest
Act 3 - Jungle 2	Great Marsh	77	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	21	46	71	21	50	80	1300	1300	1300	2	3	5	7	11	16	1	5	3	frogdemon1	frogdemon2	thornhulk2	zombie4	fetishshaman2	willowisp1																					frogdemon1	frogdemon2	thornhulk2	zombie4	fetishshaman2	willowisp1																				frogdemon1	frogdemon2	thornhulk2	zombie4	fetishshaman2	willowisp1																				snake	parrot			30	30							0	24	19	Great Marsh	To The Great Marsh	EnteringTheGreatMarsh	31	43	40	52	69	0	0	0	50	15	45	35	30	0	0	0	Act 3 - Great Marsh
Act 3 - Jungle 3	Flayer Jungle	78	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	90	91	0	0	0	0	0	0	53	54	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	22	47	72	22	50	80	1300	1300	1300	2	3	5	7	11	16	1	5	3	fetish3	fetishshaman3	fetish4	fetishshaman4	vulture4	frogdemon3	fetishblow3																				fetish3	fetishshaman3	fetish4	fetishshaman4	vulture4	frogdemon3	fetishblow3																			fetish3	fetishshaman3	fetish4	fetishshaman4	vulture4	frogdemon3	fetishblow3																			snake	parrot			30	30							0	24	20	Flayer Jungle	To The Flayer Jungle	EnteringTheFlayerJungle	31	43	40	52	43	69	0	0	50	15	45	35	50	25	0	0	Act 3 - Flayer Jungle
Act 3 - Kurast 1	Lower Kurast	79	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	22	47	72	22	52	80	650	650	650	2	3	5	7	8	10	1	0	3	baboon4	sandleaper4	vulture3	zealot1																							baboon4	sandleaper4	vulture3	zealot1																						baboon4	sandleaper4	vulture3	zealot1																						snake	parrot			30	30							0	25	21	Lower Kurast	To Lower Kurast	EnteringLowerKurast	31	76	40	42	43	69	0	0	33	15	35	40	40	15	0	0	Act 3 - Lower Kurast
Act 3 - Kurast 2	Kurast Bazaar	80	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	92	92	94	95	0	0	0	0	57	57	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	22	47	72	22	52	81	650	650	650	2	3	5	7	8	10	1	0	4	thornhulk3	swarm4	zealot2	cantor1																							thornhulk3	swarm4	zealot2	cantor1																						thornhulk3	swarm4	zealot2	cantor1																						snake	parrot			30	30							0	25	22	Kurast Bazaar	To The Kurast Bazaar	EnteringTheKurastBazaar	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	Act 3 - Kurast Bazaar
Act 3 - Kurast 3	Upper Kurast	81	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	92	92	96	97	0	0	0	0	57	57	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	23	48	73	23	52	81	650	650	650	2	3	5	7	8	10	1	0	4	vulture4	zealot3	cantor2	thornhulk3																							vulture4	zealot3	cantor2	thornhulk3																						vulture4	zealot3	cantor2	thornhulk3																						snake	parrot			30	30							0	25	23	Upper Kurast	To Upper Kurast	EnteringUpperKurast	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	Act 3 - Upper Kurast
Act 3 - Kurast 4	Kurast Causeway	82	2	2			57	48	16	48	16	48	16	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	0	0	98	99	0	0	0	0	-1	-1	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	24	49	74	24	53	81	650	650	650	2	3	5	7	8	10	1	0	3	sandraider4	baboon5	cantor3																								sandraider4	baboon5	cantor3																							sandraider4	baboon5	cantor3																							snake	parrot			30	30							0	25	255	Kurast Causeway	To The Kurast Causeway	EnteringTheKurastCauseway	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	Act 3 - Kurast Causeway
Act 3 - Travincal	Travincal	83	2	2			57	64	64	64	64	64	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	100	0	0	0	0	0	0	0	64	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	24	49	74	24	54	82	650	650	900	1	2	4	6	7	9	1	0	3	cantor3	cantor3	vampire2																								cantor3	cantor3	vampire2																							cantor3	cantor3	vampire2																							snake	parrot			30	30							0	25	24	Travincal	To Travincal	EnteringTravincal	31	61	40	42	69	62	0	0	33	25	50	33	33	35	0	0	Act 3 - Travincal
Act 3 - Spider 1	Arachnid Lair	84	2	2			58	200	200	200	200	200	200	1500	1000	0	1	0	0	0	1	1	1	0	1	1	23	-1	-1	-1	-1	0	76	0	0	0	0	0	0	-1	52	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	21	46	71	21	50	85	1400	1400	2200	1	2	4	5	5	6	1	0	3	arach3	arach4	batdemon2	sandmaggot4	arach3																						arach3	arach4	batdemon2	sandmaggot4	arach3																					arach3	arach4	batdemon2	sandmaggot4	arach3																					minispider				30								0	29	255	Spider Cave	To The Spider Cave	EnteringTheSpiderCave	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0	Act 3 - Arachnid Lair
Act 3 - Spider 2	Spider Cavern	85	2	2			59	200	200	200	200	200	200	1500	1300	0	1	0	0	0	1	1	1	0	1	1	23	-1	-1	-1	-1	0	76	0	0	0	0	0	0	-1	52	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	21	46	71	21	50	79	1400	1400	2200	1	2	4	5	5	6	1	0	3	arach3	arach4	batdemon2	sandmaggot4	arach3																						arach3	arach4	batdemon2	sandmaggot4	arach3																					arach3	arach4	batdemon2	sandmaggot4	arach3																					minispider				30								0	29	255	Spider Cavern	To The Spider Cavern	EnteringTheSpiderCavern	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0	Act 3 - Spider Cavern
Act 3 - Dungeon 1 A	Swampy Pit Level 1	86	2	2			60	200	200	200	200	200	200	2000	1000	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	87	89	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	71	21	51	85	1400	1400	1400	1	2	4	5	6	7	1	0	3	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5																						mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5																					mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5																					rat				30								0	27	255	Swampy Pit Level 1	To The Swampy Pit Level 1	EnteringTheSwampyPitLevel1	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	Act 3 - Swampy Pit
Act 3 - Dungeon 1 B	Swampy Pit Level 2	87	2	2			61	200	200	200	200	200	200	2000	1300	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	88	86	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	71	21	51	85	1400	1400	1400	1	2	4	5	6	6	1	0	3	bonefetish4	zombie4	batdemon2	willowisp1	bonefetish5																						bonefetish4	zombie4	batdemon2	willowisp1	bonefetish5																					bonefetish4	zombie4	batdemon2	willowisp1	bonefetish5																					rat				30								0	27	255	Swampy Pit Level 2	To The Swampy Pit Level 2	EnteringTheSwampyPitLevel2	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	Act 3 - Swampy Pit
Act 3 - Dungeon 2 A	Flayer Dungeon Level 1	88	2	2			62	200	200	200	200	200	200	2000	1600	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	89	87	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	72	22	51	81	1400	1400	1400	1	2	4	5	6	7	1	0	3	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3																			fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3																		fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3																		rat				30								0	27	255	Flayer Dungeon Level 1	To The Flayer Dungeon Level 1	EnteringTheFlayerDungeonLevel1	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	Act 3 - Flayer Dungeon
Act 3 - Dungeon 2 B	Flayer Dungeon Level 2	89	2	2			63	200	200	200	200	200	200	2000	1900	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	86	88	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	72	22	51	82	1400	1400	1400	1	2	4	5	6	6	1	0	3	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3																			fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3																		fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3																		rat				30								0	27	255	Flayer Dungeon Level 2	To The Flayer Dungeon Level 2	EnteringTheFlayerDungeonLevel2	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	Act 3 - Flayer Dungeon
Act 3 - Dungeon 1 Treasure	Swampy Pit Level 3	90	2	2			64	40	40	40	40	40	40	2000	2200	0	1	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	78	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	71	21	51	85	1400	1400	1400	1	2	2	3	3	4	1	0	3	bonefetish4	bonefetish5	batdemon2	willowisp1																							bonefetish4	bonefetish5	batdemon2	willowisp1																						mosquito2	bonefetish5	batdemon2	willowisp1																						rat				30								0	27	255	Swampy Pit Level 3	To The Swampy Pit Level 3	EnteringTheSwampyPitLevel3	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	Act 3 - Swampy Pit
Act 3 - Dungeon 2 Treasure	Flayer Dungeon Level 3	91	2	2			65	40	40	40	40	40	40	2000	2340	0	1	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	78	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	72	22	51	83	1700	1800	2600	1	2	2	3	3	4	1	0	3	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3																			fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3																		fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3																		rat				30								0	27	255	Flayer Dungeon Level 3	To The Flayer Dungeon Level 3	EnteringTheFlayerDungeonLevel3	66	67	62	64	72	0	0	0	80	55	35	35	35	0	0	0	Act 3 - Flayer Dungeon
Act 3 - Sewer 1	Sewers Level 1	92	2	2			66	200	200	200	200	200	200	2500	1000	0	1	0	0	0	1	1	1	0	1	1	25	-1	-1	-1	-1	80	80	81	81	93	0	0	0	58	59	58	59	60	-1	-1	-1	0	255	255	255	0	0	1	0	2025	23	48	73	23	52	85	1300	1300	1300	2	3	4	5	7	8	1	0	3	mummy4	mosquito2	batdemon3	unraveler4	bonefetish4																						mummy4	mosquito2	batdemon3	unraveler4	bonefetish4																					mummy4	mosquito2	batdemon3	unraveler4	bonefetish4																					rat	rat			100	100							0	26	255	Sewers Level 1	To The Sewers Level 1	EnteringTheSewersLevel1	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0	Act 3 - Sewers
Act 3 - Sewer 2	Sewers Level 2	93	2	2			67	18	22	18	22	18	22	2500	1300	0	1	0	0	0	1	1	1	0	1	2	25	-1	-1	-1	-1	92	0	0	0	0	0	0	0	58	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	24	49	74	24	53	85	1300	1300	1300	2	3	4	5	7	8	1	0	3	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4																						mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4																					mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4																					rat	rat			100	100							0	26	255	Sewers Level 2	To The Sewers Level 2	EnteringTheSewersLevel2	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0	Act 3 - Sewers
Act 3 - Temple 1	Ruined Temple	94	2	2			68	24	24	24	24	24	24	3000	1000	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	73	23	53	85	1980	1980	1980	2	3	2	3	3	3	1	0	3	brute5	corruptrogue5	arach5	vampire2																							brute5	corruptrogue5	arach5	vampire2																						brute5	corruptrogue5	arach5	vampire2																						rat				30								0	28	255	Ruined Temple	To The Ruined Temple	EnteringTheRuinedTemple	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	Act 3 - Ruined Temple
Act 3 - Temple 2	Disused Fane	95	2	2			69	24	24	24	24	24	24	3000	1124	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	73	23	53	85	1980	1980	1980	2	3	2	3	3	3	1	0	3	brute5	corruptrogue5	arach5	vampire2																							brute5	corruptrogue5	arach5	vampire2																						brute5	corruptrogue5	arach5	vampire2																						rat				30								0	28	255	Disused Fane	To The Disused Fane	EnteringTheDisusedFane	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	Act 3 - Disused Fane
Act 3 - Temple 3	Forgotten Reliquary	96	2	2			70	24	24	24	24	24	24	3000	1248	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	73	23	53	85	1980	1980	1980	2	3	2	3	3	3	1	0	3	brute5	corruptrogue5	arach5	vampire2																							brute5	corruptrogue5	arach5	vampire2																						brute5	corruptrogue5	arach5	vampire2																						rat				30								0	28	255	Forgotten Reliquary	To The Forgotten Reliquary	EnteringTheForgottenReliquary	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	Act 3 - Forgotten Reliquary
Act 3 - Temple 4	Forgotten Temple	97	2	2			71	24	24	24	24	24	24	3000	1372	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	49	74	24	54	85	1980	1980	1980	2	3	2	3	3	3	1	0	3	clawviper5	scarab5	batdemon4	cr_archer5																							clawviper5	scarab5	batdemon4	cr_archer5																						clawviper5	scarab5	batdemon4	cr_archer5																						rat				30								0	28	255	Forgotten Temple	To The Forgotten Temple	EnteringTheForgottenTemple	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	Act 3 - Forgotten Temple
Act 3 - Temple 5	Ruined Fane	98	2	2			72	24	24	24	24	24	24	3000	1496	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	82	82	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	49	74	24	54	85	1980	1980	1980	2	3	2	3	3	3	1	0	3	clawviper5	scarab5	batdemon4	cr_archer5																							clawviper5	scarab5	batdemon4	cr_archer5																						clawviper5	scarab5	batdemon4	cr_archer5																						rat				30								0	28	255	Ruined Fane	To The Ruined Fane	EnteringTheRuinedFane	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	Act 3 - Ruined Fane
Act 3 - Temple 6	Disused Reliquary	99	2	2			73	24	24	24	24	24	24	3000	1620	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	82	82	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	49	74	24	54	85	1980	1980	1980	2	3	2	3	3	3	1	0	3	clawviper5	scarab5	batdemon4	cr_archer5																							clawviper5	scarab5	batdemon4	cr_archer5																						clawviper5	scarab5	batdemon4	cr_archer5																						rat				30								0	28	255	Disused Reliquary	To The Disused Reliquary	EnteringTheDisusedReliquary	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	Act 3 - Disused Reliquary
Act 3 - Mephisto 1	Durance of Hate Level 1	100	2	2	21	21	74	200	200	200	200	200	200	3500	1000	0	1	0	0	0	1	1	1	0	1	1	22	-1	-1	-1	-1	101	101	83	83	0	0	0	0	67	68	65	66	-1	-1	-1	-1	0	255	255	255	0	0	1	0	3800	25	50	75	25	55	83	1600	1600	1600	2	3	4	5	6	8	1	0	3	mummy5	vampire3	blunderbore3	bonefetish5																							mummy5	vampire3	blunderbore3	bonefetish5																						mummy5	vampire3	blunderbore3	bonefetish5																						bat				30								0	30	255	Durance of Hate Level 1	To The Durance of Hate Level 1	EnteringTheDuranceOfHateLevel1	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	Act 3 - Durance of Hate
Act 3 - Mephisto 2	Durance of Hate Level 2	101	2	2	21	21	75	200	200	200	200	200	200	3500	1300	0	1	0	0	0	1	1	1	0	1	1	22	-1	-1	-1	-1	102	102	100	100	0	0	0	0	67	68	65	66	-1	-1	-1	-1	0	255	255	255	0	0	1	0	3700	25	50	75	25	55	83	1600	1600	1600	2	3	4	5	6	8	1	0	3	mummy5	vampire3	blunderbore3	bonefetish5																							mummy5	vampire3	blunderbore3	bonefetish5																						mummy5	vampire3	blunderbore3	bonefetish5																						bat				30								0	30	25	Durance of Hate Level 2	To The Durance of Hate Level 2	EnteringTheDuranceOfHateLevel2	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	Act 3 - Durance of Hate
Act 3 - Mephisto 3	Durance of Hate Level 3	102	2	2	21	21	76	41	29	41	29	41	29	3500	1600	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	0	0	101	101	0	0	0	0	-1	-1	65	66	-1	-1	-1	-1	0	255	255	255	0	1	1	0	3800	25	50	75	25	55	83	1600	1600	1600	2	3	4	5	6	8	1	0	3	vampire4	vampire4																									vampire4	vampire4																								vampire4	bonefetish5																								bat				30								0	30	255	Durance of Hate Level 3	To The Durance of Hate Level 3	EnteringTheDuranceOfHateLevel3	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	Act 3 - Durance of Hate
Act 4 - Town	The Pandemonium Fortress	103	3	3			77	32	24	32	24	32	24	1000	1000	0	1	0	0	0	0	1	1	0	0	2	26	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	255	0	1	0	0	2025	0	25	50				0	0	0							0	0																																																																																										0	31	26	The Pandemonium Fortress	To The Pandemonium Fortress	EnteringThePandemoniumFortress	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Act 4 - Town
Act 4 - Mesa 1	Outer Steppes	104	3	3			77	80	64	80	64	80	64	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	0	1	0	3900	26	51	76	26	56	82	1600	1600	1600	1	2	6	7	9	11	1	0	3	sandleaper5	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3																					sandleaper5	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3																				sandleaper5	vilemother1	fingermage1	regurgitator1	doomknight1	megademon1																																0	32	255	Outer Steppes	To The Outer Steppes	EnteringTheOuterSteppes	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	Act 4 - Outer Steppes
Act 4 - Mesa 2	Plains of Despair	105	3	3			77	64	80	64	80	64	80	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	80	255	255	255	0	0	1	0	2025	26	51	76	26	56	83	1600	1600	1600	1	2	6	7	9	11	1	0	3	willowisp3	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3																					willowisp3	vilemother1	fingermage1	regurgitator1	doomknight1	megademon3																				willowisp3	vilemother1	fingermage1	regurgitator1	doomknight1	megademon2																																0	32	255	Plains of Despair	To The Plains of Despair	EnteringThePlainsOfDespair	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	Act 4 - Plains of Despair
